,CityState,City.x,State.x,pop,City.y,Criteria.ID,State.y,StateAbb,DMA.Region,DMA.Region.Code
3477,"Powder Springs, GA",Powder Springs,GA,15614,Powder Springs,1015474,Georgia,GA,"Atlanta, GA",524
3478,"Powell, OH",Powell,OH,12814,Powell,1023946,Ohio,OH,"Columbus, OH",535
3479,"Powell, WY",Powell,WY,5524,Powell,1028493,Wyoming,WY,"Billings, MT",756
3480,"Prairie du Chien, WI",Prairie du Chien,WI,5839,Prairie du Chien,1028168,Wisconsin,WI,"La Crosse-Eau Claire, WI",702
3481,"Prairie View, TX",Prairie View,TX,4492,Prairie View,1026711,Texas,TX,"Houston, TX",618
3482,"Prairie Village, KS",Prairie Village,KS,21479,Prairie Village,9052714,Kansas,KS,"Kansas City, MO",616
3483,"Pratt, KS",Pratt,KS,6397,Pratt,1017609,Kansas,KS,"Wichita-Hutchinson, KS",678
3484,"Prattville, AL",Prattville,AL,32480,Prattville,1013105,Alabama,AL,"Montgomery (Selma), AL",698
3485,"Prescott Valley, AZ",Prescott Valley,AZ,38535,Prescott Valley,1013467,Arizona,AZ,"Phoenix, AZ",753
3486,"Prescott, AR",Prescott,AR,4353,Prescott,1013323,Arkansas,AR,"Little Rock-Pine Bluff, AR",693
3487,"Prescott, AZ",Prescott,AZ,42697,Prescott,1013466,Arizona,AZ,"Phoenix, AZ",753
3488,"Presidio, TX",Presidio,TX,4695,Presidio,1026713,Texas,TX,"Odessa-Midland, TX",633
3489,"Presque Isle, ME",Presque Isle,ME,9045,Presque Isle,1019008,Maine,ME,"Presque Isle, ME",552
3490,"Preston, ID",Preston,ID,5059,Preston,1016220,Idaho,ID,"Salt Lake City, UT",770
3491,"Price, UT",Price,UT,8039,Price,1026978,Utah,UT,"Salt Lake City, UT",770
3492,"Princeton, IL",Princeton,IL,7496,Princeton,1016786,Illinois,IL,"Davenport,IA-Rock Island-Moline,IL",682
3493,"Princeton, IN",Princeton,IN,8447,Princeton,1017276,Indiana,IN,"Evansville, IN",649
3494,"Princeton, KY",Princeton,KY,6398,Princeton,1017869,Kentucky,KY,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",632
3495,"Princeton, MN",Princeton,MN,4763,Princeton,1020035,Minnesota,MN,"Minneapolis-St. Paul, MN",613
3496,"Princeton, NJ",Princeton,NJ,13391,Princeton,1022361,New Jersey,NJ,"Philadelphia, PA",504
3497,"Princeton, TX",Princeton,TX,6117,Princeton,1026714,Texas,TX,"Dallas-Ft. Worth, TX",623
3498,"Princeton, WV",Princeton,WV,6261,Princeton,1028404,West Virginia,WV,"Bluefield-Beckley-Oak Hill, WV",559
3499,"Prineville, OR",Prineville,OR,10085,Prineville,1024545,Oregon,OR,"Portland, OR",820
3500,"Prior Lake, MN",Prior Lake,MN,23836,Prior Lake,1020037,Minnesota,MN,"Minneapolis-St. Paul, MN",613
3501,"Progreso, TX",Progreso,TX,5511,Progreso,1026715,Texas,TX,"Harlingen-Weslaco-Brownsville-McAllen, TX",636
3502,"Prospect Heights, IL",Prospect Heights,IL,16047,Prospect Heights,1016789,Illinois,IL,"Chicago, IL",602
3503,"Prospect Park, PA",Prospect Park,PA,6374,Prospect Park,1025216,Pennsylvania,PA,"Philadelphia, PA",504
3504,"Prospect, KY",Prospect,KY,5802,Prospect,1017870,Kentucky,KY,"Louisville, KY",529
3505,"Prosper, TX",Prosper,TX,7053,Prosper,1026716,Texas,TX,"Dallas-Ft. Worth, TX",623
3506,"Prosser, WA",Prosser,WA,5124,Prosser,1027717,Washington,WA,"Yakima-Pasco-Richland-Kennewick, WA",810
3507,"Providence, RI",Providence,RI,171557,Providence,1025477,Rhode Island,RI,"Providence, RI-New Bedford, MA",521
3508,"Providence, UT",Providence,UT,6538,Providence,1026979,Utah,UT,"Salt Lake City, UT",770
3509,"Provo, UT",Provo,UT,118581,Provo,1026980,Utah,UT,"Salt Lake City, UT",770
3510,"Pryor Creek, OK",Pryor Creek,OK,9293,Pryor Creek,1024311,Oklahoma,OK,"Tulsa, OK",671
3511,"Pueblo, CO",Pueblo,CO,104951,Pueblo,1014611,Colorado,CO,"Colorado Springs-Pueblo, CO",752
3512,"Pulaski, TN",Pulaski,TN,7847,Pulaski,1026112,Tennessee,TN,"Nashville, TN",659
3513,"Pulaski, VA",Pulaski,VA,8983,Pulaski,1027260,Virginia,VA,"Roanoke-Lynchburg, VA",573
3514,"Pullman, WA",Pullman,WA,26920,Pullman,1027718,Washington,WA,"Spokane, WA",881
3515,"Punta Gorda, FL",Punta Gorda,FL,16343,Punta Gorda,1015183,Florida,FL,"Ft. Myers-Naples, FL",571
3516,"Punxsutawney, PA",Punxsutawney,PA,5944,Punxsutawney,1025217,Pennsylvania,PA,"Johnstown-Altoona, PA",574
3517,"Purcell, OK",Purcell,OK,6129,Purcell,1024312,Oklahoma,OK,"Oklahoma City, OK",650
3518,"Purcellville, VA",Purcellville,VA,5137,Purcellville,1027261,Virginia,VA,"Washington, DC (Hagerstown, MD)",511
3519,"Puyallup, WA",Puyallup,WA,36330,Puyallup,1027719,Washington,WA,"Seattle-Tacoma, WA",819
3520,"Quakertown, PA",Quakertown,PA,8643,Quakertown,1025218,Pennsylvania,PA,"Philadelphia, PA",504
3521,"Queen Creek, AZ",Queen Creek,AZ,24361,Queen Creek,1013469,Arizona,AZ,"Phoenix, AZ",753
3522,"Quincy, FL",Quincy,FL,6858,Quincy,1015184,Florida,FL,"Tallahassee, FL-Thomasville, GA",530
3523,"Quincy, IL",Quincy,IL,39983,Quincy,1016792,Illinois,IL,"Quincy, IL-Hannibal, MO-Keokuk, IA",717
3524,"Quincy, MA",Quincy,MA,92339,Quincy,1018372,Massachusetts,MA,"Boston, MA-Manchester, NH",506
3525,"Quincy, WA",Quincy,WA,5882,Quincy,1027721,Washington,WA,"Spokane, WA",881
3526,"Quitman, GA",Quitman,GA,4621,Quitman,1015476,Georgia,GA,"Tallahassee, FL-Thomasville, GA",530
3527,"Racine, WI",Racine,WI,82196,Racine,1028175,Wisconsin,WI,"Milwaukee, WI",617
3528,"Radcliff, KY",Radcliff,KY,22013,Radcliff,1017873,Kentucky,KY,"Louisville, KY",529
3529,"Radford, VA",Radford,VA,16125,Radford,1027264,Virginia,VA,"Roanoke-Lynchburg, VA",573
3530,"Rahway, NJ",Rahway,NJ,28624,Rahway,1022364,New Jersey,NJ,"New York, NY",501
3531,"Rainbow City, AL",Rainbow City,AL,9324,Rainbow City,1013108,Alabama,AL,"Birmingham, AL",630
3532,"Rainsville, AL",Rainsville,AL,4990,Rainsville,1013109,Alabama,AL,"Huntsville-Decatur (Florence), AL",691
3533,"Raleigh, NC",Raleigh,NC,392552,Raleigh,1021278,North Carolina,NC,"Raleigh-Durham (Fayetteville), NC",560
3534,"Ramsey, MN",Ramsey,MN,23734,Ramsey,9052726,Minnesota,MN,"Minneapolis-St. Paul, MN",613
3535,"Ramsey, NJ",Ramsey,NJ,14595,Ramsey,1022365,New Jersey,NJ,"New York, NY",501
3536,"Rancho Cordova, CA",Rancho Cordova,CA,62265,Rancho Cordova,1014166,California,CA,"Sacramento-Stockton-Modesto, CA",862
3537,"Rancho Cucamonga, CA",Rancho Cucamonga,CA,171176,Rancho Cucamonga,1014167,California,CA,"Los Angeles, CA",803
3538,"Rancho Mirage, CA",Rancho Mirage,CA,16714,Rancho Mirage,1014168,California,CA,"Palm Springs, CA",804
3539,"Rancho Palos Verdes, CA",Rancho Palos Verdes,CA,41106,Rancho Palos Verdes,1014169,California,CA,"Los Angeles, CA",803
3540,"Rancho Santa Margarita, CA",Rancho Santa Margarita,CA,49591,Rancho Santa Margarita,1014171,California,CA,"Los Angeles, CA",803
3541,"Rantoul, IL",Rantoul,IL,12189,Rantoul,1016795,Illinois,IL,"Champaign & Springfield-Decatur,IL",648
3542,"Rapid City, SD",Rapid City,SD,65491,Rapid City,1025846,South Dakota,SD,"Rapid City, SD",764
3543,"Raritan, NJ",Raritan,NJ,7289,Raritan,1022368,New Jersey,NJ,"New York, NY",501
3544,"Rathdrum, ID",Rathdrum,ID,6821,Rathdrum,1016223,Idaho,ID,"Spokane, WA",881
3545,"Raton, NM",Raton,NM,6465,Raton,1022575,New Mexico,NM,"Albuquerque-Santa Fe, NM",790
3546,"Ravenna, OH",Ravenna,OH,11381,Ravenna,1023951,Ohio,OH,"Cleveland-Akron (Canton), OH",510
3547,"Rawlins, WY",Rawlins,WY,8740,Rawlins,1028495,Wyoming,WY,"Denver, CO",751
3548,"Raymondville, TX",Raymondville,TX,9522,Raymondville,1026724,Texas,TX,"Harlingen-Weslaco-Brownsville-McAllen, TX",636
3549,"Raymore, MO",Raymore,MO,17703,Raymore,1020566,Missouri,MO,"Kansas City, MO",616
3550,"Rayne, LA",Rayne,LA,8601,Rayne,1018051,Louisiana,LA,"Lafayette, LA",642
3551,"Raytown, MO",Raytown,MO,28194,Raytown,9052731,Missouri,MO,"Kansas City, MO",616
3552,"Reading, OH",Reading,OH,10523,Reading,9052732,Ohio,OH,"Cincinnati, OH",515
3553,"Reading, PA",Reading,PA,80506,Reading,1025222,Pennsylvania,PA,"Philadelphia, PA",504
3554,"Red Bank, NJ",Red Bank,NJ,11866,Red Bank,1022370,New Jersey,NJ,"New York, NY",501
3555,"Red Bank, TN",Red Bank,TN,11573,Red Bank,9052733,Tennessee,TN,"Chattanooga, TN",575
3556,"Red Bluff, CA",Red Bluff,CA,14025,Red Bluff,1014174,California,CA,"Chico-Redding, CA",868
3557,"Red Lion, PA",Red Lion,PA,6041,Red Lion,1025226,Pennsylvania,PA,"Harrisburg-Lancaster-Lebanon-York, PA",566
3558,"Red Oak, IA",Red Oak,IA,5683,Red Oak,1015996,Iowa,IA,"Omaha, NE",652
3559,"Red Oak, TX",Red Oak,TX,9255,Red Oak,1026726,Texas,TX,"Dallas-Ft. Worth, TX",623
3560,"Red Wing, MN",Red Wing,MN,15687,Red Wing,1020041,Minnesota,MN,"Minneapolis-St. Paul, MN",613
3561,"Redding, CA",Redding,CA,90201,Redding,1014175,California,CA,"Chico-Redding, CA",868
3562,"Redlands, CA",Redlands,CA,69689,Redlands,1014176,California,CA,"Los Angeles, CA",803
3563,"Redmond, OR",Redmond,OR,24551,Redmond,1024548,Oregon,OR,"Bend, OR",821
3564,"Redmond, WA",Redmond,WA,49548,Redmond,1027725,Washington,WA,"Seattle-Tacoma, WA",819
3565,"Redondo Beach, CA",Redondo Beach,CA,66882,Redondo Beach,1014177,California,CA,"Los Angeles, CA",803
3566,"Redwood City, CA",Redwood City,CA,74060,Redwood City,1014178,California,CA,"San Francisco-Oakland-San Jose, CA",807
3567,"Redwood Falls, MN",Redwood Falls,MN,5077,Redwood Falls,1020043,Minnesota,MN,"Minneapolis-St. Paul, MN",613
3568,"Reedley, CA",Reedley,CA,23439,Reedley,1014181,California,CA,"Fresno-Visalia, CA",866
3569,"Reedsburg, WI",Reedsburg,WI,8666,Reedsburg,1028179,Wisconsin,WI,"Madison, WI",669
3570,"Reidsville, NC",Reidsville,NC,14871,Reidsville,1021282,North Carolina,NC,"Greensboro-High Point-Winston Salem, NC",518
3571,"Reno, NV",Reno,NV,217016,Reno,1022653,Nevada,NV,"Reno, NV",811
3572,"Rensselaer, IN",Rensselaer,IN,6271,Rensselaer,1017279,Indiana,IN,"Chicago, IL",602
3573,"Rensselaer, NY",Rensselaer,NY,7907,Rensselaer,1023303,New York,NY,"Albany-Schenectady-Troy, NY",532
3574,"Renton, WA",Renton,WA,62266,Renton,1027726,Washington,WA,"Seattle-Tacoma, WA",819
3575,"Republic, MO",Republic,MO,13715,Republic,1020569,Missouri,MO,"Springfield, MO",619
3576,"Revere, MA",Revere,MA,60204,Revere,1018377,Massachusetts,MA,"Boston, MA-Manchester, NH",506
3577,"Rexburg, ID",Rexburg,ID,28028,Rexburg,1016224,Idaho,ID,"Idaho Falls-Pocatello, ID",758
3578,"Reynoldsburg, OH",Reynoldsburg,OH,33657,Reynoldsburg,1023956,Ohio,OH,"Columbus, OH",535
3579,"Rhinelander, WI",Rhinelander,WI,7649,Rhinelander,1028181,Wisconsin,WI,"Wausau-Rhinelander, WI",705
3580,"Rialto, CA",Rialto,CA,98700,Rialto,1014185,California,CA,"Los Angeles, CA",803
3581,"Rice Lake, WI",Rice Lake,WI,8257,Rice Lake,1028183,Wisconsin,WI,"Minneapolis-St. Paul, MN",613
3582,"Richardson, TX",Richardson,TX,101589,Richardson,1026729,Texas,TX,"Dallas-Ft. Worth, TX",623
3583,"Richfield, MN",Richfield,MN,32728,Richfield,9052741,Minnesota,MN,"Minneapolis-St. Paul, MN",613
3584,"Richfield, UT",Richfield,UT,7217,Richfield,1026982,Utah,UT,"Salt Lake City, UT",770
3585,"Richland Center, WI",Richland Center,WI,5050,Richland Center,1028185,Wisconsin,WI,"Madison, WI",669
3586,"Richland, MS",Richland,MS,7258,Richland,1020810,Mississippi,MS,"Jackson, MS",718
3587,"Richland, WA",Richland,WA,46155,Richland,1027729,Washington,WA,"Yakima-Pasco-Richland-Kennewick, WA",810
3588,"Richmond Heights, MO",Richmond Heights,MO,9093,Richmond Heights,9052744,Missouri,MO,"St. Louis, MO",609
3589,"Richmond Heights, OH",Richmond Heights,OH,10174,Richmond Heights,9052745,Ohio,OH,"Cleveland-Akron (Canton), OH",510
3590,"Richmond Hill, GA",Richmond Hill,GA,10571,Richmond Hill,1015485,Georgia,GA,"Savannah, GA",507
3591,"Richmond, CA",Richmond,CA,102285,Richmond,1014187,California,CA,"San Francisco-Oakland-San Jose, CA",807
3592,"Richmond, IN",Richmond,IN,36733,Richmond,1017281,Indiana,IN,"Indianapolis, IN",527
3593,"Richmond, KY",Richmond,KY,32895,Richmond,1017874,Kentucky,KY,"Lexington, KY",541
3594,"Richmond, MI",Richmond,MI,5606,Richmond,1019556,Michigan,MI,"Detroit, MI",505
3595,"Richmond, MO",Richmond,MO,5890,Richmond,1020574,Missouri,MO,"Kansas City, MO",616
3596,"Richmond, TX",Richmond,TX,13493,Richmond,1026730,Texas,TX,"Houston, TX",618
3597,"Richmond, VA",Richmond,VA,202002,Richmond,1027270,Virginia,VA,"Richmond-Petersburg, VA",556
3598,"Richton Park, IL",Richton Park,IL,12842,Richton Park,1016799,Illinois,IL,"Chicago, IL",602
3599,"Ridgecrest, CA",Ridgecrest,CA,25638,Ridgecrest,1014189,California,CA,"Los Angeles, CA",803
3600,"Ridgefield Park, NJ",Ridgefield Park,NJ,12370,Ridgefield Park,1022373,New Jersey,NJ,"New York, NY",501
3601,"Ridgefield, NJ",Ridgefield,NJ,10851,Ridgefield,1022372,New Jersey,NJ,"New York, NY",501
3602,"Ridgefield, WA",Ridgefield,WA,4314,Ridgefield,1027730,Washington,WA,"Portland, OR",820
3603,"Ridgeland, MS",Ridgeland,MS,21509,Ridgeland,1020812,Mississippi,MS,"Jackson, MS",718
3604,"Ridgewood, NJ",Ridgewood,NJ,24163,Ridgewood,1022374,New Jersey,NJ,"New York, NY",501
3605,"Ridley Park, PA",Ridley Park,PA,6979,Ridley Park,1025235,Pennsylvania,PA,"Philadelphia, PA",504
3606,"Rifle, CO",Rifle,CO,9202,Rifle,1014615,Colorado,CO,"Denver, CO",751
3607,"Rincon, GA",Rincon,GA,7905,Rincon,1015486,Georgia,GA,"Savannah, GA",507
3608,"Ringwood, NJ",Ringwood,NJ,12681,Ringwood,1022376,New Jersey,NJ,"New York, NY",501
3609,"Rio Grande City, TX",Rio Grande City,TX,13950,Rio Grande City,1026731,Texas,TX,"Harlingen-Weslaco-Brownsville-McAllen, TX",636
3610,"Rio Rancho, NM",Rio Rancho,NM,79655,Rio Rancho,1022580,New Mexico,NM,"Albuquerque-Santa Fe, NM",790
3611,"Rio Vista, CA",Rio Vista,CA,7804,Rio Vista,1014193,California,CA,"Sacramento-Stockton-Modesto, CA",862
3612,"Ripley, MS",Ripley,MS,5646,Ripley,1020814,Mississippi,MS,"Memphis, TN",640
3613,"Ripley, TN",Ripley,TN,7636,Ripley,1026114,Tennessee,TN,"Memphis, TN",640
3614,"Ripon, CA",Ripon,CA,14473,Ripon,1014194,California,CA,"Sacramento-Stockton-Modesto, CA",862
3615,"Ripon, WI",Ripon,WI,7396,Ripon,1028187,Wisconsin,WI,"Green Bay-Appleton, WI",658
3616,"Rittman, OH",Rittman,OH,6274,Rittman,1023963,Ohio,OH,"Cleveland-Akron (Canton), OH",510
3617,"River Edge, NJ",River Edge,NJ,10674,River Edge,1022378,New Jersey,NJ,"New York, NY",501
3618,"River Falls, WI",River Falls,WI,14352,River Falls,1028188,Wisconsin,WI,"Minneapolis-St. Paul, MN",613
3619,"River Forest, IL",River Forest,IL,11176,River Forest,1016803,Illinois,IL,"Chicago, IL",602
3620,"River Grove, IL",River Grove,IL,9992,River Grove,1016804,Illinois,IL,"Chicago, IL",602
3621,"River Rouge, MI",River Rouge,MI,8449,River Rouge,1019557,Michigan,MI,"Detroit, MI",505
3622,"Riverbank, CA",Riverbank,CA,20606,Riverbank,1014195,California,CA,"Sacramento-Stockton-Modesto, CA",862
3623,"Riverdale Park, MD",Riverdale Park,MD,6418,Riverdale Park,1018698,Maryland,MD,"Washington, DC (Hagerstown, MD)",511
3624,"Riverdale, GA",Riverdale,GA,15279,Riverdale,1015488,Georgia,GA,"Atlanta, GA",524
3625,"Riverdale, IL",Riverdale,IL,14163,Riverdale,1016805,Illinois,IL,"Chicago, IL",602
3626,"Riverdale, UT",Riverdale,UT,8126,Riverdale,9052752,Utah,UT,"Salt Lake City, UT",770
3627,"Riverside, CA",Riverside,CA,295357,Riverside,1014197,California,CA,"Los Angeles, CA",803
3628,"Riverside, IL",Riverside,IL,8272,Riverside,1016806,Illinois,IL,"Chicago, IL",602
3629,"Riverside, OH",Riverside,OH,25327,Riverside,9052753,Ohio,OH,"Dayton, OH",542
3630,"Riverton, UT",Riverton,UT,39751,Riverton,1026984,Utah,UT,"Salt Lake City, UT",770
3631,"Riverton, WY",Riverton,WY,10032,Riverton,1028497,Wyoming,WY,"Casper-Riverton, WY",767
3632,"Riverview, MI",Riverview,MI,11817,Riverview,9052754,Michigan,MI,"Detroit, MI",505
3633,"Riviera Beach, FL",Riviera Beach,FL,36430,Riviera Beach,9052756,Florida,FL,"West Palm Beach-Ft. Pierce, FL",548
3634,"Roanoke Rapids, NC",Roanoke Rapids,NC,16403,Roanoke Rapids,1021284,North Carolina,NC,"Raleigh-Durham (Fayetteville), NC",560
3635,"Roanoke, AL",Roanoke,AL,6688,Roanoke,1013113,Alabama,AL,"Atlanta, GA",524
3636,"Roanoke, VA",Roanoke,VA,92967,Roanoke,1027271,Virginia,VA,"Roanoke-Lynchburg, VA",573
3637,"Robbinsdale, MN",Robbinsdale,MN,13518,Robbinsdale,9052757,Minnesota,MN,"Minneapolis-St. Paul, MN",613
3638,"Robertsdale, AL",Robertsdale,AL,4964,Robertsdale,1013114,Alabama,AL,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",686
3639,"Robinson, IL",Robinson,IL,6369,Robinson,1016809,Illinois,IL,"Terre Haute, IN",581
3640,"Robinson, TX",Robinson,TX,10327,Robinson,9052759,Texas,TX,"Waco-Temple-Bryan, TX",625
3641,"Robstown, TX",Robstown,TX,12179,Robstown,1026736,Texas,TX,"Corpus Christi, TX",600
3642,"Rochelle, IL",Rochelle,IL,9847,Rochelle,1016810,Illinois,IL,"Rockford, IL",610
3643,"Rochester Hills, MI",Rochester Hills,MI,69014,Rochester Hills,9052760,Michigan,MI,"Detroit, MI",505
3644,"Rochester, IN",Rochester,IN,6457,Rochester,1017286,Indiana,IN,"South Bend-Elkhart, IN",588
3645,"Rochester, MI",Rochester,MI,11002,Rochester,1019559,Michigan,MI,"Detroit, MI",505
3646,"Rochester, MN",Rochester,MN,100413,Rochester,1020048,Minnesota,MN,"Rochester, MN-Mason City, IA-Austin, MN",611
3647,"Rochester, NH",Rochester,NH,30654,Rochester,1021950,New Hampshire,NH,"Boston, MA-Manchester, NH",506
3648,"Rochester, NY",Rochester,NY,206886,Rochester,1023315,New York,NY,"Rochester, NY",538
3649,"Rock Falls, IL",Rock Falls,IL,9307,Rock Falls,1016811,Illinois,IL,"Davenport,IA-Rock Island-Moline,IL",682
3650,"Rock Hill, SC",Rock Hill,SC,67339,Rock Hill,1025649,South Carolina,SC,"Charlotte, NC",517
3651,"Rock Island, IL",Rock Island,IL,38139,Rock Island,1016812,Illinois,IL,"Davenport,IA-Rock Island-Moline,IL",682
3652,"Rock Springs, WY",Rock Springs,WY,20200,Rock Springs,1028499,Wyoming,WY,"Salt Lake City, UT",770
3653,"Rockaway, NJ",Rockaway,NJ,6263,Rockaway,1022383,New Jersey,NJ,"New York, NY",501
3654,"Rockdale, TX",Rockdale,TX,5966,Rockdale,1026738,Texas,TX,"Waco-Temple-Bryan, TX",625
3655,"Rockford, IL",Rockford,IL,157272,Rockford,1016813,Illinois,IL,"Rockford, IL",610
3656,"Rockford, MI",Rockford,MI,5411,Rockford,1019560,Michigan,MI,"Grand Rapids-Kalamazoo-Battle Creek, MI",563
3657,"Rockingham, NC",Rockingham,NC,8880,Rockingham,1021288,North Carolina,NC,"Charlotte, NC",517
3658,"Rockland, ME",Rockland,ME,7436,Rockland,1019016,Maine,ME,"Portland-Auburn, ME",500
3659,"Rockledge, FL",Rockledge,FL,24747,Rockledge,1015187,Florida,FL,"Orlando-Daytona Beach-Melbourne, FL",534
3660,"Rocklin, CA",Rocklin,CA,52811,Rocklin,1014199,California,CA,"Sacramento-Stockton-Modesto, CA",862
3661,"Rockmart, GA",Rockmart,GA,4544,Rockmart,1015492,Georgia,GA,"Atlanta, GA",524
3662,"Rockport, TX",Rockport,TX,9810,Rockport,1026739,Texas,TX,"Corpus Christi, TX",600
3663,"Rockton, IL",Rockton,IL,5512,Rockton,1016814,Illinois,IL,"Rockford, IL",610
3664,"Rockville Centre, NY",Rockville Centre,NY,24414,Rockville Centre,1023319,New York,NY,"New York, NY",501
3665,"Rockville, MD",Rockville,MD,60734,Rockville,1018700,Maryland,MD,"Washington, DC (Hagerstown, MD)",511
3666,"Rockwall, TX",Rockwall,TX,35247,Rockwall,1026741,Texas,TX,"Dallas-Ft. Worth, TX",623
3667,"Rockwood, TN",Rockwood,TN,5541,Rockwood,1026118,Tennessee,TN,"Knoxville, TN",557
3668,"Rocky Mount, NC",Rocky Mount,NC,57010,Rocky Mount,1021289,North Carolina,NC,"Raleigh-Durham (Fayetteville), NC",560
3669,"Rocky Mount, VA",Rocky Mount,VA,4535,Rocky Mount,1027273,Virginia,VA,"Roanoke-Lynchburg, VA",573
3670,"Rocky River, OH",Rocky River,OH,18900,Rocky River,1023967,Ohio,OH,"Cleveland-Akron (Canton), OH",510
3671,"Roeland Park, KS",Roeland Park,KS,6960,Roeland Park,9052765,Kansas,KS,"Kansas City, MO",616
3672,"Rogers, AR",Rogers,AR,56726,Rogers,1013327,Arkansas,AR,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",670
3673,"Rogers, MN",Rogers,MN,7536,Rogers,1020050,Minnesota,MN,"Minneapolis-St. Paul, MN",613
3674,"Rogersville, TN",Rogersville,TN,4346,Rogersville,1026119,Tennessee,TN,"Tri-Cities, TN-VA",531
3675,"Rohnert Park, CA",Rohnert Park,CA,40496,Rohnert Park,1014201,California,CA,"San Francisco-Oakland-San Jose, CA",807
3676,"Rolla, MO",Rolla,MO,18438,Rolla,1020582,Missouri,MO,"St. Louis, MO",609
3677,"Rolling Meadows, IL",Rolling Meadows,IL,23463,Rolling Meadows,1016816,Illinois,IL,"Chicago, IL",602
3678,"Roma, TX",Roma,TX,11257,Roma,1026743,Texas,TX,"Harlingen-Weslaco-Brownsville-McAllen, TX",636
3679,"Rome, GA",Rome,GA,36041,Rome,1015493,Georgia,GA,"Atlanta, GA",524
3680,"Rome, NY",Rome,NY,33673,Rome,1023321,New York,NY,"Syracuse, NY",555
3681,"Romeoville, IL",Romeoville,IL,38028,Romeoville,1016818,Illinois,IL,"Chicago, IL",602
3682,"Romulus, MI",Romulus,MI,22963,Romulus,1019564,Michigan,MI,"Detroit, MI",505
3683,"Roosevelt, UT",Roosevelt,UT,5025,Roosevelt,1026986,Utah,UT,"Salt Lake City, UT",770
3684,"Roscoe, IL",Roscoe,IL,8807,Roscoe,1016821,Illinois,IL,"Rockford, IL",610
3685,"Roseburg, OR",Roseburg,OR,20681,Roseburg,1024553,Oregon,OR,"Eugene, OR",801
3686,"Roseland, NJ",Roseland,NJ,5352,Roseland,1022387,New Jersey,NJ,"New York, NY",501
3687,"Roselle Park, NJ",Roselle Park,NJ,12802,Roselle Park,1022389,New Jersey,NJ,"New York, NY",501
3688,"Roselle, IL",Roselle,IL,23209,Roselle,1016822,Illinois,IL,"Chicago, IL",602
3689,"Roselle, NJ",Roselle,NJ,20599,Roselle,1022388,New Jersey,NJ,"New York, NY",501
3690,"Rosemead, CA",Rosemead,CA,54412,Rosemead,1014203,California,CA,"Los Angeles, CA",803
3691,"Rosemount, MN",Rosemount,MN,21197,Rosemount,1020053,Minnesota,MN,"Minneapolis-St. Paul, MN",613
3692,"Rosenberg, TX",Rosenberg,TX,33595,Rosenberg,1026744,Texas,TX,"Houston, TX",618
3693,"Roseville, CA",Roseville,CA,112660,Roseville,1014204,California,CA,"Sacramento-Stockton-Modesto, CA",862
3694,"Roseville, MI",Roseville,MI,46782,Roseville,1019568,Michigan,MI,"Detroit, MI",505
3695,"Roseville, MN",Roseville,MN,32815,Roseville,9052773,Minnesota,MN,"Minneapolis-St. Paul, MN",613
3696,"Rossford, OH",Rossford,OH,6404,Rossford,1023973,Ohio,OH,"Toledo, OH",547
3697,"Roswell, GA",Roswell,GA,87657,Roswell,1015496,Georgia,GA,"Atlanta, GA",524
3698,"Roswell, NM",Roswell,NM,46198,Roswell,1022582,New Mexico,NM,"Albuquerque-Santa Fe, NM",790
3699,"Rothschild, WI",Rothschild,WI,5042,Rothschild,1028192,Wisconsin,WI,"Wausau-Rhinelander, WI",705
3700,"Round Lake Beach, IL",Round Lake Beach,IL,27855,Round Lake Beach,9052780,Illinois,IL,"Chicago, IL",602
3701,"Round Lake, IL",Round Lake,IL,16748,Round Lake,1016826,Illinois,IL,"Chicago, IL",602
3702,"Round Rock, TX",Round Rock,TX,104446,Round Rock,1026748,Texas,TX,"Austin, TX",635
3703,"Rowlett, TX",Rowlett,TX,55780,Rowlett,1026750,Texas,TX,"Dallas-Ft. Worth, TX",623
3704,"Roxboro, NC",Roxboro,NC,8667,Roxboro,1021295,North Carolina,NC,"Raleigh-Durham (Fayetteville), NC",560
3705,"Roy, UT",Roy,UT,35672,Roy,1026987,Utah,UT,"Salt Lake City, UT",770
3706,"Royal Oak, MI",Royal Oak,MI,57110,Royal Oak,1019569,Michigan,MI,"Detroit, MI",505
3707,"Royal Palm Beach, FL",Royal Palm Beach,FL,30312,Royal Palm Beach,9052784,Florida,FL,"West Palm Beach-Ft. Pierce, FL",548
3708,"Royersford, PA",Royersford,PA,4356,Royersford,1025247,Pennsylvania,PA,"Philadelphia, PA",504
3709,"Royse City, TX",Royse City,TX,9101,Royse City,1026751,Texas,TX,"Dallas-Ft. Worth, TX",623
3710,"Ruidoso, NM",Ruidoso,NM,9096,Ruidoso,1022584,New Mexico,NM,"Albuquerque-Santa Fe, NM",790
3711,"Rumson, NJ",Rumson,NJ,7264,Rumson,1022391,New Jersey,NJ,"New York, NY",501
3712,"Runnemede, NJ",Runnemede,NJ,8410,Runnemede,1022392,New Jersey,NJ,"Philadelphia, PA",504
3713,"Rupert, ID",Rupert,ID,5082,Rupert,1016228,Idaho,ID,"Twin Falls, ID",760
3714,"Rushville, IN",Rushville,IN,6068,Rushville,1017291,Indiana,IN,"Indianapolis, IN",527
