"","DMA","scores","sd","count","Region","date"
"129",659,0.2,0.83,319,"Nashville, TN",2015-06-24 17:22:17
"130",661,-0.55,1.53,11,"San Angelo, TX",2015-06-24 17:22:17
"131",662,-0.11,0.74,18,"Abilene-Sweetwater, TX",2015-06-24 17:22:17
"132",669,0.2,1.1,12,"Madison, WI",2015-06-24 17:22:17
"133",670,0.22,0.85,16,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",2015-06-24 17:22:17
"134",671,0.1,0.74,109,"Tulsa, OK",2015-06-24 17:22:17
"135",673,-0.47,1.15,12,"Columbus-Tupelo-West Point, MS",2015-06-24 17:22:17
"136",675,0.13,0.58,19,"Peoria-Bloomington, IL",2015-06-24 17:22:17
"137",676,0.11,0.36,11,"Duluth, MN-Superior, WI",2015-06-24 17:22:17
"138",678,0.23,0.8,95,"Wichita-Hutchinson, KS",2015-06-24 17:22:17
"139",679,-0.01,0.81,100,"Des Moines-Ames, IA",2015-06-24 17:22:17
"140",682,0.09,0.76,49,"Davenport,IA-Rock Island-Moline,IL",2015-06-24 17:22:17
"141",686,-0.04,0.87,89,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",2015-06-24 17:22:17
"142",687,0.34,0.63,7,"Minot-Bismarck-Dickinson(Williston), ND",2015-06-24 17:22:17
"143",691,0.11,0.7,44,"Huntsville-Decatur (Florence), AL",2015-06-24 17:22:17
"144",692,0.07,0.77,67,"Beaumont-Port Arthur, TX",2015-06-24 17:22:17
"145",693,0.13,0.88,66,"Little Rock-Pine Bluff, AR",2015-06-24 17:22:17
"146",698,-0.25,0.95,45,"Montgomery (Selma), AL",2015-06-24 17:22:17
"147",702,-0.03,0.59,15,"La Crosse-Eau Claire, WI",2015-06-24 17:22:17
"148",705,0,0,6,"Wausau-Rhinelander, WI",2015-06-24 17:22:17
"149",709,0.05,0.55,76,"Tyler-Longview(Lufkin & Nacogdoches), TX",2015-06-24 17:22:17
"150",710,-0.42,2.04,17,"Hattiesburg-Laurel, MS",2015-06-24 17:22:17
"151",711,0,0,2,"Meridian, MS",2015-06-24 17:22:17
"152",716,-0.22,0.89,202,"Baton Rouge, LA",2015-06-24 17:22:17
"153",717,1,1.33,4,"Quincy, IL-Hannibal, MO-Keokuk, IA",2015-06-24 17:22:17
"154",718,-0.07,1.14,77,"Jackson, MS",2015-06-24 17:22:17
"155",722,0.01,0.77,51,"Lincoln & Hastings-Kearney, NE",2015-06-24 17:22:17
"156",724,-0.04,1.28,28,"Fargo-Valley City, ND",2015-06-24 17:22:17
"157",725,0,0.38,10,"Sioux Falls(Mitchell), SD",2015-06-24 17:22:17
"158",734,0,0,4,"Jonesboro, AR",2015-06-24 17:22:17
"159",736,0.05,0.32,16,"Bowling Green, KY",2015-06-24 17:22:17
"160",737,0.4,1.66,12,"Mankato, MN",2015-06-24 17:22:17
"161",740,0,0,5,"North Platte, NE",2015-06-24 17:22:17
"162",746,-0.24,1.21,30,"Biloxi-Gulfport, MS",2015-06-24 17:22:17
"163",749,-0.2,0.73,12,"Laredo, TX",2015-06-24 17:22:17
"164",751,0.09,0.8,322,"Denver, CO",2015-06-24 17:22:17
"165",752,0.14,0.83,65,"Colorado Springs-Pueblo, CO",2015-06-24 17:22:17
"166",753,0.05,0.76,654,"Phoenix, AZ",2015-06-24 17:22:17
"167",754,-0.93,1.62,3,"Butte-Bozeman, MT",2015-06-24 17:22:17
"168",755,-0.27,0.46,3,"Great Falls, MT",2015-06-24 17:22:17
"169",756,0.18,0.41,11,"Billings, MT",2015-06-24 17:22:17
"170",757,0.12,1.33,13,"Boise, ID",2015-06-24 17:22:17
"171",758,0.1,0.59,16,"Idaho Falls-Pocatello, ID",2015-06-24 17:22:17
"172",760,-0.4,0.57,2,"Twin Falls, ID",2015-06-24 17:22:17
"173",762,0.4,0.65,10,"Missoula, MT",2015-06-24 17:22:17
"174",764,0,0.4,9,"Rapid City, SD",2015-06-24 17:22:17
"175",765,0.11,0.92,68,"El Paso, TX",2015-06-24 17:22:17
"176",766,-0.4,NA,1,"Helena, MT",2015-06-24 17:22:17
"177",767,0,0,2,"Casper-Riverton, WY",2015-06-24 17:22:17
"178",770,0.03,0.82,191,"Salt Lake City, UT",2015-06-24 17:22:17
"179",771,0.11,1.06,28,"Yuma, AZ-El Centro, CA",2015-06-24 17:22:17
"180",773,0,NA,1,"Grand Junction-Montrose, CO",2015-06-24 17:22:17
"181",789,-0.03,0.85,119,"Tucson (Sierra Vista), AZ",2015-06-24 17:22:17
"182",790,0.06,0.77,94,"Albuquerque-Santa Fe, NM",2015-06-24 17:22:17
"183",798,-0.2,0.28,2,"Glendive, MT",2015-06-24 17:22:17
"184",800,-0.05,0.87,83,"Bakersfield, CA",2015-06-24 17:22:17
"185",801,0.25,0.8,39,"Eugene, OR",2015-06-24 17:22:17
"186",802,0.22,0.79,13,"Eureka, CA",2015-06-24 17:22:17
"187",803,0.11,0.9,3303,"Los Angeles, CA",2015-06-24 17:22:17
"188",804,-0.04,0.77,64,"Palm Springs, CA",2015-06-24 17:22:17
"189",807,0.07,0.79,1041,"San Francisco-Oakland-San Jose, CA",2015-06-24 17:22:17
"190",810,0.09,0.72,50,"Yakima-Pasco-Richland-Kennewick, WA",2015-06-24 17:22:17
"191",811,0.08,0.66,48,"Reno, NV",2015-06-24 17:22:17
"192",813,0.3,0.57,28,"Medford-Klamath Falls, OR",2015-06-24 17:22:17
"193",819,0.1,0.92,450,"Seattle-Tacoma, WA",2015-06-24 17:22:17
"194",820,0.12,0.81,420,"Portland, OR",2015-06-24 17:22:17
"195",821,0.47,0.53,6,"Bend, OR",2015-06-24 17:22:17
"196",825,0.1,0.78,400,"San Diego, CA",2015-06-24 17:22:17
"197",828,0.08,0.85,74,"Monterey-Salinas, CA",2015-06-24 17:22:17
"198",839,0.01,0.82,197,"Las Vegas, NV",2015-06-24 17:22:17
"199",855,0.14,0.75,40,"Santa Barbara-Santa Maria-San Luis Obispo, CA",2015-06-24 17:22:17
"200",862,0,0.81,385,"Sacramento-Stockton-Modesto, CA",2015-06-24 17:22:17
"201",866,0.07,0.84,183,"Fresno-Visalia, CA",2015-06-24 17:22:17
"202",868,0.06,0.9,33,"Chico-Redding, CA",2015-06-24 17:22:17
"203",881,0.3,0.76,42,"Spokane, WA",2015-06-24 17:22:17
"","DMA","scores","sd","count","Region","date"
"1",500,0.16,0.3,8,"Portland-Auburn, ME",2015-06-25 13:29:38
"2",501,0.05,0.54,307,"New York, NY",2015-06-25 13:29:38
"3",503,0.07,0.23,11,"Macon, GA",2015-06-25 13:29:38
"4",504,0.02,0.4,134,"Philadelphia, PA",2015-06-25 13:29:38
"5",505,0.09,0.44,117,"Detroit, MI",2015-06-25 13:29:38
"6",506,0.13,0.78,91,"Boston, MA-Manchester, NH",2015-06-25 13:29:38
"7",507,-0.19,0.48,12,"Savannah, GA",2015-06-25 13:29:38
"8",508,-0.02,0.35,33,"Pittsburgh, PA",2015-06-25 13:29:38
"9",509,0.02,0.7,10,"Ft. Wayne, IN",2015-06-25 13:29:38
"10",510,0,0.42,130,"Cleveland-Akron (Canton), OH",2015-06-25 13:29:38
"11",511,0.01,0.43,82,"Washington, DC (Hagerstown, MD)",2015-06-25 13:29:38
"12",512,-0.01,0.48,46,"Baltimore, MD",2015-06-25 13:29:38
"13",513,0,0.45,14,"Flint-Saginaw-Bay City, MI",2015-06-25 13:29:38
"14",514,-0.02,0.46,33,"Buffalo, NY",2015-06-25 13:29:38
"15",515,-0.05,0.55,42,"Cincinnati, OH",2015-06-25 13:29:38
"16",516,0.15,0.34,5,"Erie, PA",2015-06-25 13:29:38
"17",517,0.09,0.67,61,"Charlotte, NC",2015-06-25 13:29:38
"18",518,0.09,0.38,20,"Greensboro-High Point-Winston Salem, NC",2015-06-25 13:29:38
"19",519,0.09,0.78,11,"Charleston, SC",2015-06-25 13:29:38
"20",520,-0.09,0.8,8,"Augusta, GA",2015-06-25 13:29:38
"21",521,-0.29,0.93,30,"Providence, RI-New Bedford, MA",2015-06-25 13:29:38
"22",522,0.33,0.58,3,"Columbus, GA",2015-06-25 13:29:38
"23",523,0,0,2,"Burlington, VT-Plattsburgh, NY",2015-06-25 13:29:38
"24",524,-0.07,0.63,94,"Atlanta, GA",2015-06-25 13:29:38
"25",525,0,NA,1,"Albany, GA",2015-06-25 13:29:38
"26",526,0,0.29,7,"Utica, NY",2015-06-25 13:29:38
"27",527,-0.02,0.4,63,"Indianapolis, IN",2015-06-25 13:29:38
"28",528,0.06,0.36,92,"Miami-Ft. Lauderdale, FL",2015-06-25 13:29:38
"29",529,-0.07,0.4,11,"Louisville, KY",2015-06-25 13:29:38
"30",530,0.03,0.21,8,"Tallahassee, FL-Thomasville, GA",2015-06-25 13:29:38
"31",531,0,0,2,"Tri-Cities, TN-VA",2015-06-25 13:29:38
"32",532,0.1,0.29,10,"Albany-Schenectady-Troy, NY",2015-06-25 13:29:38
"33",533,-0.02,0.35,32,"Hartford & New Haven, CT",2015-06-25 13:29:38
"34",534,0.12,0.55,55,"Orlando-Daytona Beach-Melbourne, FL",2015-06-25 13:29:38
"35",535,0.02,0.6,71,"Columbus, OH",2015-06-25 13:29:38
"36",536,-0.23,0.63,12,"Youngstown, OH",2015-06-25 13:29:38
"37",537,0.5,NA,1,"Bangor, ME",2015-06-25 13:29:38
"38",538,0,NA,1,"Rochester, NY",2015-06-25 13:29:38
"39",539,-0.01,0.42,55,"Tampa-St Petersburg (Sarasota), FL",2015-06-25 13:29:38
"40",540,0.75,NA,1,"Traverse City-Cadillac, MI",2015-06-25 13:29:38
"41",541,-0.11,0.4,7,"Lexington, KY",2015-06-25 13:29:38
"42",542,-0.04,0.46,25,"Dayton, OH",2015-06-25 13:29:38
"43",543,-0.06,0.49,13,"Springfield-Holyoke, MA",2015-06-25 13:29:38
"44",544,0,0.46,65,"Norfolk-Portsmouth-Newport News,VA",2015-06-25 13:29:38
"45",545,0.12,0.31,6,"Greenville-New Bern-Washington, NC",2015-06-25 13:29:38
"46",546,-0.85,1.37,10,"Columbia, SC",2015-06-25 13:29:38
"47",547,-0.01,0.32,22,"Toledo, OH",2015-06-25 13:29:38
"48",548,0.3,0.56,24,"West Palm Beach-Ft. Pierce, FL",2015-06-25 13:29:38
"49",550,0.5,0.43,3,"Wilmington, NC",2015-06-25 13:29:38
"50",551,-0.04,0.29,13,"Lansing, MI",2015-06-25 13:29:38
"51",554,0.75,NA,1,"Wheeling, WV-Steubenville, OH",2015-06-25 13:29:38
"52",555,0.07,0.19,7,"Syracuse, NY",2015-06-25 13:29:38
"53",556,0.14,0.22,9,"Richmond-Petersburg, VA",2015-06-25 13:29:38
"54",557,-0.03,0.57,15,"Knoxville, TN",2015-06-25 13:29:38
"55",558,-0.12,0.25,4,"Lima, OH",2015-06-25 13:29:38
"56",560,0.15,0.49,60,"Raleigh-Durham (Fayetteville), NC",2015-06-25 13:29:38
"57",561,0.44,0.77,4,"Jacksonville, FL",2015-06-25 13:29:38
"58",563,0.04,0.44,18,"Grand Rapids-Kalamazoo-Battle Creek, MI",2015-06-25 13:29:38
"59",564,0.17,0.29,3,"Charleston-Huntington, WV",2015-06-25 13:29:38
"60",565,-0.06,0.12,4,"Elmira, NY",2015-06-25 13:29:38
"61",566,-0.17,0.52,6,"Harrisburg-Lancaster-Lebanon-York, PA",2015-06-25 13:29:38
"62",567,-0.2,0.56,14,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",2015-06-25 13:29:38
"63",569,0.75,NA,1,"Harrisonburg, VA",2015-06-25 13:29:38
"64",570,0.02,0.29,21,"Florence-Myrtle Beach, SC",2015-06-25 13:29:38
"65",571,-0.12,0.39,14,"Ft. Myers-Naples, FL",2015-06-25 13:29:38
"66",573,-0.02,0.72,10,"Roanoke-Lynchburg, VA",2015-06-25 13:29:38
"67",574,-0.58,1.01,3,"Johnstown-Altoona, PA",2015-06-25 13:29:38
"68",575,0.05,0.35,11,"Chattanooga, TN",2015-06-25 13:29:38
"69",576,0.14,0.28,9,"Salisbury, MD",2015-06-25 13:29:38
"70",582,0,NA,1,"Lafayette, IN",2015-06-25 13:29:38
"71",584,-0.58,0.52,3,"Charlottesville, VA",2015-06-25 13:29:38
"72",588,0.08,0.96,15,"South Bend-Elkhart, IN",2015-06-25 13:29:38
"73",592,0.25,0.43,3,"Gainesville, FL",2015-06-25 13:29:38
"74",597,0,NA,1,"Parkersburg, WV",2015-06-25 13:29:38
"75",600,0.24,0.49,17,"Corpus Christi, TX",2015-06-25 13:29:38
"76",602,0.07,0.42,222,"Chicago, IL",2015-06-25 13:29:38
"77",603,0.75,NA,1,"Joplin, MO-Pittsburg, KS",2015-06-25 13:29:38
"78",604,0,0,2,"Columbia-Jefferson City, MO",2015-06-25 13:29:38
"79",605,0.25,0.5,4,"Topeka, KS",2015-06-25 13:29:38
"80",606,0.5,NA,1,"Dothan, AL",2015-06-25 13:29:38
"81",609,0,0.45,23,"St. Louis, MO",2015-06-25 13:29:38
"82",610,0.62,0.18,2,"Rockford, IL",2015-06-25 13:29:38
"83",611,-0.5,0.71,2,"Rochester, MN-Mason City, IA-Austin, MN",2015-06-25 13:29:38
"84",612,-0.03,0.71,8,"Shreveport, LA",2015-06-25 13:29:38
"85",613,0.04,0.41,45,"Minneapolis-St. Paul, MN",2015-06-25 13:29:38
"86",616,-0.06,0.47,41,"Kansas City, MO",2015-06-25 13:29:38
"87",617,0.2,0.46,48,"Milwaukee, WI",2015-06-25 13:29:38
"88",618,0.04,0.46,226,"Houston, TX",2015-06-25 13:29:38
"89",622,-0.05,0.85,72,"New Orleans, LA",2015-06-25 13:29:38
"90",623,0.03,0.52,272,"Dallas-Ft. Worth, TX",2015-06-25 13:29:38
"91",624,0.03,0.7,8,"Sioux City, IA",2015-06-25 13:29:38
"92",625,0.09,0.51,20,"Waco-Temple-Bryan, TX",2015-06-25 13:29:38
"93",626,0.25,NA,1,"Victoria, TX",2015-06-25 13:29:38
"94",627,0,0,3,"Wichita Falls, TX & Lawton, OK",2015-06-25 13:29:38
"95",628,-0.47,0.59,8,"Monroe, LA-El Dorado, AR",2015-06-25 13:29:38
"96",630,0.02,0.37,33,"Birmingham, AL",2015-06-25 13:29:38
"97",632,0.08,0.31,9,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",2015-06-25 13:29:38
"98",633,0.19,0.9,4,"Odessa-Midland, TX",2015-06-25 13:29:38
"99",634,-0.1,0.55,5,"Amarillo, TX",2015-06-25 13:29:38
"100",635,-0.02,0.67,64,"Austin, TX",2015-06-25 13:29:38
"101",636,-0.15,1.06,21,"Harlingen-Weslaco-Brownsville-McAllen, TX",2015-06-25 13:29:38
"102",637,-0.19,0.36,17,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",2015-06-25 13:29:38
"103",640,-0.1,0.68,41,"Memphis, TN",2015-06-25 13:29:38
"104",641,-0.01,0.38,64,"San Antonio, TX",2015-06-25 13:29:38
"105",642,0.03,0.08,9,"Lafayette, LA",2015-06-25 13:29:38
"106",643,0.88,1.3,4,"Lake Charles, LA",2015-06-25 13:29:38
"107",644,0,0,2,"Alexandria, LA",2015-06-25 13:29:38
"108",648,-0.05,0.47,11,"Champaign & Springfield-Decatur,IL",2015-06-25 13:29:38
"109",649,-0.04,0.25,6,"Evansville, IN",2015-06-25 13:29:38
"110",650,0.07,0.36,37,"Oklahoma City, OK",2015-06-25 13:29:38
"111",651,0.29,0.46,6,"Lubbock, TX",2015-06-25 13:29:38
"112",652,0.14,0.44,23,"Omaha, NE",2015-06-25 13:29:38
"113",656,0.19,0.41,9,"Panama City, FL",2015-06-25 13:29:38
"114",657,0.25,0.45,6,"Sherman, TX-Ada, OK",2015-06-25 13:29:38
"115",658,0.25,0.32,6,"Green Bay-Appleton, WI",2015-06-25 13:29:38
"116",659,0.07,0.48,51,"Nashville, TN",2015-06-25 13:29:38
"117",662,0.25,0.66,3,"Abilene-Sweetwater, TX",2015-06-25 13:29:38
"118",669,0.42,0.72,3,"Madison, WI",2015-06-25 13:29:38
"119",670,0.1,0.42,5,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",2015-06-25 13:29:38
"120",671,0.16,0.39,22,"Tulsa, OK",2015-06-25 13:29:38
"121",673,0,0,3,"Columbus-Tupelo-West Point, MS",2015-06-25 13:29:38
"122",675,0.08,0.38,6,"Peoria-Bloomington, IL",2015-06-25 13:29:38
"123",676,0,NA,1,"Duluth, MN-Superior, WI",2015-06-25 13:29:38
"124",678,0.11,0.53,20,"Wichita-Hutchinson, KS",2015-06-25 13:29:38
"125",679,0,0,13,"Des Moines-Ames, IA",2015-06-25 13:29:38
"126",682,0.31,0.65,9,"Davenport,IA-Rock Island-Moline,IL",2015-06-25 13:29:38
"127",686,0.06,0.52,12,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",2015-06-25 13:29:38
"128",691,0.08,0.41,13,"Huntsville-Decatur (Florence), AL",2015-06-25 13:29:38
"129",692,0.14,0.57,7,"Beaumont-Port Arthur, TX",2015-06-25 13:29:38
"130",693,-0.14,0.86,19,"Little Rock-Pine Bluff, AR",2015-06-25 13:29:38
"131",698,0.11,0.44,16,"Montgomery (Selma), AL",2015-06-25 13:29:38
"132",702,0.92,1.18,3,"La Crosse-Eau Claire, WI",2015-06-25 13:29:38
"133",705,0,NA,1,"Wausau-Rhinelander, WI",2015-06-25 13:29:38
"134",709,0.28,0.4,10,"Tyler-Longview(Lufkin & Nacogdoches), TX",2015-06-25 13:29:38
"135",710,0,0,2,"Hattiesburg-Laurel, MS",2015-06-25 13:29:38
"136",716,-0.11,0.76,26,"Baton Rouge, LA",2015-06-25 13:29:38
"137",717,1,NA,1,"Quincy, IL-Hannibal, MO-Keokuk, IA",2015-06-25 13:29:38
"138",718,0.26,0.57,17,"Jackson, MS",2015-06-25 13:29:38
"139",722,-0.04,0.67,7,"Lincoln & Hastings-Kearney, NE",2015-06-25 13:29:38
"140",724,0,0.5,3,"Fargo-Valley City, ND",2015-06-25 13:29:38
"141",725,0,0.4,5,"Sioux Falls(Mitchell), SD",2015-06-25 13:29:38
"142",736,-0.17,0.29,3,"Bowling Green, KY",2015-06-25 13:29:38
"143",737,0,0,2,"Mankato, MN",2015-06-25 13:29:38
"144",746,0.11,0.36,9,"Biloxi-Gulfport, MS",2015-06-25 13:29:38
"145",749,0,NA,1,"Laredo, TX",2015-06-25 13:29:38
"146",751,0.02,0.39,61,"Denver, CO",2015-06-25 13:29:38
"147",752,0.02,0.39,14,"Colorado Springs-Pueblo, CO",2015-06-25 13:29:38
"148",753,0.09,0.61,141,"Phoenix, AZ",2015-06-25 13:29:38
"149",754,0.62,0.88,2,"Butte-Bozeman, MT",2015-06-25 13:29:38
"150",757,0.09,0.27,8,"Boise, ID",2015-06-25 13:29:38
"151",762,0.25,0.2,4,"Missoula, MT",2015-06-25 13:29:38
"152",764,0,0,3,"Rapid City, SD",2015-06-25 13:29:38
"153",765,0.12,0.19,8,"El Paso, TX",2015-06-25 13:29:38
"154",766,0,NA,1,"Helena, MT",2015-06-25 13:29:38
"155",767,-0.75,NA,1,"Casper-Riverton, WY",2015-06-25 13:29:38
"156",770,-0.03,0.53,32,"Salt Lake City, UT",2015-06-25 13:29:38
"157",771,-0.07,0.84,7,"Yuma, AZ-El Centro, CA",2015-06-25 13:29:38
"158",789,0.06,0.44,21,"Tucson (Sierra Vista), AZ",2015-06-25 13:29:38
"159",790,0.12,0.42,27,"Albuquerque-Santa Fe, NM",2015-06-25 13:29:38
"160",800,0.07,0.46,19,"Bakersfield, CA",2015-06-25 13:29:38
"161",801,-0.2,0.5,16,"Eugene, OR",2015-06-25 13:29:38
"162",802,-0.75,NA,1,"Eureka, CA",2015-06-25 13:29:38
"163",803,0.05,0.49,658,"Los Angeles, CA",2015-06-25 13:29:38
"164",804,-0.23,0.47,11,"Palm Springs, CA",2015-06-25 13:29:38
"165",807,0.02,0.47,271,"San Francisco-Oakland-San Jose, CA",2015-06-25 13:29:38
"166",810,-0.25,0.44,12,"Yakima-Pasco-Richland-Kennewick, WA",2015-06-25 13:29:38
"167",811,0.1,0.34,10,"Reno, NV",2015-06-25 13:29:38
"168",813,0,0,5,"Medford-Klamath Falls, OR",2015-06-25 13:29:38
"169",819,0.01,0.45,77,"Seattle-Tacoma, WA",2015-06-25 13:29:38
"170",820,0.2,0.65,100,"Portland, OR",2015-06-25 13:29:38
"171",825,0.16,0.45,78,"San Diego, CA",2015-06-25 13:29:38
"172",828,-0.16,0.72,14,"Monterey-Salinas, CA",2015-06-25 13:29:38
"173",839,0.13,0.42,40,"Las Vegas, NV",2015-06-25 13:29:38
"174",855,0.25,0.33,8,"Santa Barbara-Santa Maria-San Luis Obispo, CA",2015-06-25 13:29:38
"175",862,-0.02,0.55,95,"Sacramento-Stockton-Modesto, CA",2015-06-25 13:29:38
"176",866,0.07,0.57,45,"Fresno-Visalia, CA",2015-06-25 13:29:38
"177",868,0.11,0.32,7,"Chico-Redding, CA",2015-06-25 13:29:38
"178",881,0.07,0.12,7,"Spokane, WA",2015-06-25 13:29:38
"","DMA","scores","sd","count","Region","date"
"1",500,0.18,0.62,35,"Portland-Auburn, ME",2015-06-25 13:58:45
"2",501,0.11,0.72,1611,"New York, NY",2015-06-25 13:58:45
"3",502,-0.46,0.59,7,"Binghamton, NY",2015-06-25 13:58:45
"4",503,0.14,0.64,38,"Macon, GA",2015-06-25 13:58:45
"5",504,0.01,0.91,605,"Philadelphia, PA",2015-06-25 13:58:45
"6",505,0.05,0.86,558,"Detroit, MI",2015-06-25 13:58:45
"7",506,0.07,0.77,430,"Boston, MA-Manchester, NH",2015-06-25 13:58:45
"8",507,-0.04,0.92,79,"Savannah, GA",2015-06-25 13:58:45
"9",508,0.08,0.83,151,"Pittsburgh, PA",2015-06-25 13:58:45
"10",509,0.03,0.74,75,"Ft. Wayne, IN",2015-06-25 13:58:45
"11",510,0.02,0.8,575,"Cleveland-Akron (Canton), OH",2015-06-25 13:58:45
"12",511,0.07,0.81,511,"Washington, DC (Hagerstown, MD)",2015-06-25 13:58:45
"13",512,0.03,0.93,249,"Baltimore, MD",2015-06-25 13:58:45
"14",513,-0.21,0.86,50,"Flint-Saginaw-Bay City, MI",2015-06-25 13:58:45
"15",514,0.08,0.68,152,"Buffalo, NY",2015-06-25 13:58:45
"16",515,-0.05,0.7,175,"Cincinnati, OH",2015-06-25 13:58:45
"17",516,0.06,0.61,35,"Erie, PA",2015-06-25 13:58:45
"18",517,0.08,0.82,298,"Charlotte, NC",2015-06-25 13:58:45
"19",518,-0.02,0.86,128,"Greensboro-High Point-Winston Salem, NC",2015-06-25 13:58:45
"20",519,-0.09,1.03,68,"Charleston, SC",2015-06-25 13:58:45
"21",520,0.15,0.83,38,"Augusta, GA",2015-06-25 13:58:45
"22",521,-0.06,0.73,132,"Providence, RI-New Bedford, MA",2015-06-25 13:58:45
"23",522,0.2,0.95,49,"Columbus, GA",2015-06-25 13:58:45
"24",523,0.12,0.41,16,"Burlington, VT-Plattsburgh, NY",2015-06-25 13:58:45
"25",524,0.01,0.82,521,"Atlanta, GA",2015-06-25 13:58:45
"26",525,0.1,0.5,4,"Albany, GA",2015-06-25 13:58:45
"27",526,-0.23,0.43,12,"Utica, NY",2015-06-25 13:58:45
"28",527,0.07,0.83,331,"Indianapolis, IN",2015-06-25 13:58:45
"29",528,0.04,0.92,526,"Miami-Ft. Lauderdale, FL",2015-06-25 13:58:45
"30",529,0.05,0.82,101,"Louisville, KY",2015-06-25 13:58:45
"31",530,-0.05,0.73,46,"Tallahassee, FL-Thomasville, GA",2015-06-25 13:58:45
"32",531,0.6,0.85,16,"Tri-Cities, TN-VA",2015-06-25 13:58:45
"33",532,0.15,0.49,46,"Albany-Schenectady-Troy, NY",2015-06-25 13:58:45
"34",533,0.06,0.72,127,"Hartford & New Haven, CT",2015-06-25 13:58:45
"35",534,0.01,0.78,305,"Orlando-Daytona Beach-Melbourne, FL",2015-06-25 13:58:45
"36",535,0.03,0.93,324,"Columbus, OH",2015-06-25 13:58:45
"37",536,0.08,0.56,34,"Youngstown, OH",2015-06-25 13:58:45
"38",537,-0.18,0.53,9,"Bangor, ME",2015-06-25 13:58:45
"39",538,0.11,0.82,25,"Rochester, NY",2015-06-25 13:58:45
"40",539,0.1,0.84,182,"Tampa-St Petersburg (Sarasota), FL",2015-06-25 13:58:45
"41",540,0.29,1.03,7,"Traverse City-Cadillac, MI",2015-06-25 13:58:45
"42",541,0.37,0.84,29,"Lexington, KY",2015-06-25 13:58:45
"43",542,0.13,0.82,96,"Dayton, OH",2015-06-25 13:58:45
"44",543,0.01,0.95,60,"Springfield-Holyoke, MA",2015-06-25 13:58:45
"45",544,0.08,0.78,249,"Norfolk-Portsmouth-Newport News,VA",2015-06-25 13:58:45
"46",545,-0.06,0.92,27,"Greenville-New Bern-Washington, NC",2015-06-25 13:58:45
"47",546,0.02,1.07,39,"Columbia, SC",2015-06-25 13:58:45
"48",547,0.15,0.84,124,"Toledo, OH",2015-06-25 13:58:45
"49",548,0.13,0.68,117,"West Palm Beach-Ft. Pierce, FL",2015-06-25 13:58:45
"50",549,-0.4,1.44,3,"Watertown, NY",2015-06-25 13:58:45
"51",550,0.29,0.5,7,"Wilmington, NC",2015-06-25 13:58:45
"52",551,0.08,0.91,69,"Lansing, MI",2015-06-25 13:58:45
"53",552,-0.8,NA,1,"Presque Isle, ME",2015-06-25 13:58:45
"54",553,0,0,2,"Marquette, MI",2015-06-25 13:58:45
"55",554,0,0,8,"Wheeling, WV-Steubenville, OH",2015-06-25 13:58:45
"56",555,0.11,0.51,29,"Syracuse, NY",2015-06-25 13:58:45
"57",556,-0.08,0.99,58,"Richmond-Petersburg, VA",2015-06-25 13:58:45
"58",557,0.06,0.87,77,"Knoxville, TN",2015-06-25 13:58:45
"59",558,0.16,0.6,15,"Lima, OH",2015-06-25 13:58:45
"60",559,0,0,2,"Bluefield-Beckley-Oak Hill, WV",2015-06-25 13:58:45
"61",560,0.03,0.83,246,"Raleigh-Durham (Fayetteville), NC",2015-06-25 13:58:45
"62",561,0.13,0.36,12,"Jacksonville, FL",2015-06-25 13:58:45
"63",563,-0.09,0.84,105,"Grand Rapids-Kalamazoo-Battle Creek, MI",2015-06-25 13:58:45
"64",564,0.26,1.07,26,"Charleston-Huntington, WV",2015-06-25 13:58:45
"65",565,0.06,0.47,14,"Elmira, NY",2015-06-25 13:58:45
"66",566,0.07,0.58,46,"Harrisburg-Lancaster-Lebanon-York, PA",2015-06-25 13:58:45
"67",567,0.02,0.61,77,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",2015-06-25 13:58:45
"68",569,0,0.86,4,"Harrisonburg, VA",2015-06-25 13:58:45
"69",570,0.03,0.66,66,"Florence-Myrtle Beach, SC",2015-06-25 13:58:45
"70",571,0.19,0.69,54,"Ft. Myers-Naples, FL",2015-06-25 13:58:45
"71",573,0.09,0.41,26,"Roanoke-Lynchburg, VA",2015-06-25 13:58:45
"72",574,0.09,0.66,13,"Johnstown-Altoona, PA",2015-06-25 13:58:45
"73",575,-0.07,0.8,43,"Chattanooga, TN",2015-06-25 13:58:45
"74",576,0.16,0.73,35,"Salisbury, MD",2015-06-25 13:58:45
"75",577,0.12,0.64,33,"Wilkes Barre-Scranton, PA",2015-06-25 13:58:45
"76",581,-0.16,0.97,10,"Terre Haute, IN",2015-06-25 13:58:45
"77",582,0.15,0.87,19,"Lafayette, IN",2015-06-25 13:58:45
"78",583,0,0,6,"Alpena, MI",2015-06-25 13:58:45
"79",584,0,1.13,5,"Charlottesville, VA",2015-06-25 13:58:45
"80",588,0.24,0.79,45,"South Bend-Elkhart, IN",2015-06-25 13:58:45
