"","DMA","scores","sd","count","Region","date"
"145",749,0,0,4,"Laredo, TX","Tue Jun 30 23:21:29 2015"
"146",751,-0.08,1.57,83,"Denver, CO","Tue Jun 30 23:21:29 2015"
"147",752,0.09,2.21,11,"Colorado Springs-Pueblo, CO","Tue Jun 30 23:21:29 2015"
"148",753,0.24,1.57,183,"Phoenix, AZ","Tue Jun 30 23:21:29 2015"
"149",755,-7.5,0.71,2,"Great Falls, MT","Tue Jun 30 23:21:29 2015"
"150",756,-3,NA,1,"Billings, MT","Tue Jun 30 23:21:29 2015"
"151",757,0.17,1.9,12,"Boise, ID","Tue Jun 30 23:21:29 2015"
"152",758,1.17,2.4,6,"Idaho Falls-Pocatello, ID","Tue Jun 30 23:21:29 2015"
"153",760,2,NA,1,"Twin Falls, ID","Tue Jun 30 23:21:29 2015"
"154",762,0,NA,1,"Missoula, MT","Tue Jun 30 23:21:29 2015"
"155",764,3,NA,1,"Rapid City, SD","Tue Jun 30 23:21:29 2015"
"156",765,-0.2,1.78,25,"El Paso, TX","Tue Jun 30 23:21:29 2015"
"157",770,0.78,2.39,63,"Salt Lake City, UT","Tue Jun 30 23:21:29 2015"
"158",771,-0.05,1.79,20,"Yuma, AZ-El Centro, CA","Tue Jun 30 23:21:29 2015"
"159",789,0,1.95,41,"Tucson (Sierra Vista), AZ","Tue Jun 30 23:21:29 2015"
"160",790,0.07,2.4,29,"Albuquerque-Santa Fe, NM","Tue Jun 30 23:21:29 2015"
"161",800,0.18,2.22,57,"Bakersfield, CA","Tue Jun 30 23:21:29 2015"
"162",801,0.93,1.86,14,"Eugene, OR","Tue Jun 30 23:21:29 2015"
"163",803,0.2,2.25,1161,"Los Angeles, CA","Tue Jun 30 23:21:29 2015"
"164",804,-0.28,1.78,18,"Palm Springs, CA","Tue Jun 30 23:21:29 2015"
"165",807,0.09,2.3,244,"San Francisco-Oakland-San Jose, CA","Tue Jun 30 23:21:29 2015"
"166",810,0.75,1.68,20,"Yakima-Pasco-Richland-Kennewick, WA","Tue Jun 30 23:21:29 2015"
"167",811,0.73,2.16,22,"Reno, NV","Tue Jun 30 23:21:29 2015"
"168",813,-0.6,2.91,10,"Medford-Klamath Falls, OR","Tue Jun 30 23:21:29 2015"
"169",819,-0.09,1.93,126,"Seattle-Tacoma, WA","Tue Jun 30 23:21:29 2015"
"170",820,0,2.27,126,"Portland, OR","Tue Jun 30 23:21:29 2015"
"171",821,3,NA,1,"Bend, OR","Tue Jun 30 23:21:29 2015"
"172",825,-0.39,2.13,102,"San Diego, CA","Tue Jun 30 23:21:29 2015"
"173",828,0.86,2.03,28,"Monterey-Salinas, CA","Tue Jun 30 23:21:29 2015"
"174",839,-0.02,2.01,62,"Las Vegas, NV","Tue Jun 30 23:21:29 2015"
"175",855,0.17,2.08,12,"Santa Barbara-Santa Maria-San Luis Obispo, CA","Tue Jun 30 23:21:29 2015"
"176",862,0.02,1.86,186,"Sacramento-Stockton-Modesto, CA","Tue Jun 30 23:21:29 2015"
"177",866,-0.04,2.54,104,"Fresno-Visalia, CA","Tue Jun 30 23:21:29 2015"
"178",868,-0.2,2.53,10,"Chico-Redding, CA","Tue Jun 30 23:21:29 2015"
"179",881,-0.3,1.7,10,"Spokane, WA","Tue Jun 30 23:21:29 2015"
"","DMA","scores","sd","count","Region","date"
"1",501,4,NA,1,"New York, NY","Wed Jul 01 17:41:52 2015"
"2",505,0,NA,1,"Detroit, MI","Wed Jul 01 17:41:52 2015"
"3",506,-0.5,0.71,2,"Boston, MA-Manchester, NH","Wed Jul 01 17:41:52 2015"
"4",510,0.5,0.71,2,"Cleveland-Akron (Canton), OH","Wed Jul 01 17:41:52 2015"
"5",511,4,NA,1,"Washington, DC (Hagerstown, MD)","Wed Jul 01 17:41:52 2015"
"6",513,0,NA,1,"Flint-Saginaw-Bay City, MI","Wed Jul 01 17:41:52 2015"
"7",521,1.5,2.12,2,"Providence, RI-New Bedford, MA","Wed Jul 01 17:41:52 2015"
"8",527,0,NA,1,"Indianapolis, IN","Wed Jul 01 17:41:52 2015"
"9",528,-4,NA,1,"Miami-Ft. Lauderdale, FL","Wed Jul 01 17:41:52 2015"
"10",534,0,NA,1,"Orlando-Daytona Beach-Melbourne, FL","Wed Jul 01 17:41:52 2015"
"11",539,0,NA,1,"Tampa-St Petersburg (Sarasota), FL","Wed Jul 01 17:41:52 2015"
"12",547,0,NA,1,"Toledo, OH","Wed Jul 01 17:41:52 2015"
"13",548,0,0,2,"West Palm Beach-Ft. Pierce, FL","Wed Jul 01 17:41:52 2015"
"14",556,0,NA,1,"Richmond-Petersburg, VA","Wed Jul 01 17:41:52 2015"
"15",560,0,NA,1,"Raleigh-Durham (Fayetteville), NC","Wed Jul 01 17:41:52 2015"
"16",577,-4,NA,1,"Wilkes Barre-Scranton, PA","Wed Jul 01 17:41:52 2015"
"17",602,0,2.83,2,"Chicago, IL","Wed Jul 01 17:41:52 2015"
"18",609,0,NA,1,"St. Louis, MO","Wed Jul 01 17:41:52 2015"
"19",616,0,NA,1,"Kansas City, MO","Wed Jul 01 17:41:52 2015"
"20",618,0,0,2,"Houston, TX","Wed Jul 01 17:41:52 2015"
"21",623,1.8,2.49,5,"Dallas-Ft. Worth, TX","Wed Jul 01 17:41:52 2015"
"22",630,3,NA,1,"Birmingham, AL","Wed Jul 01 17:41:52 2015"
"23",635,0,0,2,"Austin, TX","Wed Jul 01 17:41:52 2015"
"24",636,0,NA,1,"Harlingen-Weslaco-Brownsville-McAllen, TX","Wed Jul 01 17:41:52 2015"
"25",649,0,NA,1,"Evansville, IN","Wed Jul 01 17:41:52 2015"
"26",659,0,NA,1,"Nashville, TN","Wed Jul 01 17:41:52 2015"
"27",698,0,NA,1,"Montgomery (Selma), AL","Wed Jul 01 17:41:52 2015"
"28",753,0,NA,1,"Phoenix, AZ","Wed Jul 01 17:41:52 2015"
"29",789,0,NA,1,"Tucson (Sierra Vista), AZ","Wed Jul 01 17:41:52 2015"
"30",790,0,NA,1,"Albuquerque-Santa Fe, NM","Wed Jul 01 17:41:52 2015"
"31",803,0.6,1.34,5,"Los Angeles, CA","Wed Jul 01 17:41:52 2015"
"32",804,0,NA,1,"Palm Springs, CA","Wed Jul 01 17:41:52 2015"
"33",807,2.5,0.71,2,"San Francisco-Oakland-San Jose, CA","Wed Jul 01 17:41:52 2015"
"34",819,1.5,2.12,2,"Seattle-Tacoma, WA","Wed Jul 01 17:41:52 2015"
"35",825,0,NA,1,"San Diego, CA","Wed Jul 01 17:41:52 2015"
"36",862,-3,NA,1,"Sacramento-Stockton-Modesto, CA","Wed Jul 01 17:41:52 2015"
"","DMA","scores","sd","count","Region","date"
"1",501,1.5,2.07,6,"New York, NY","Wed Jul 01 17:57:38 2015"
"2",504,0,NA,1,"Philadelphia, PA","Wed Jul 01 17:57:38 2015"
"3",505,3,NA,1,"Detroit, MI","Wed Jul 01 17:57:38 2015"
"4",511,-0.75,1.5,4,"Washington, DC (Hagerstown, MD)","Wed Jul 01 17:57:38 2015"
"5",512,0,NA,1,"Baltimore, MD","Wed Jul 01 17:57:38 2015"
"6",513,0,0,2,"Flint-Saginaw-Bay City, MI","Wed Jul 01 17:57:38 2015"
"7",515,0,NA,1,"Cincinnati, OH","Wed Jul 01 17:57:38 2015"
"8",517,-3,NA,1,"Charlotte, NC","Wed Jul 01 17:57:38 2015"
"9",519,2,NA,1,"Charleston, SC","Wed Jul 01 17:57:38 2015"
"10",527,0,NA,1,"Indianapolis, IN","Wed Jul 01 17:57:38 2015"
"11",528,0,0,2,"Miami-Ft. Lauderdale, FL","Wed Jul 01 17:57:38 2015"
"12",530,-2,NA,1,"Tallahassee, FL-Thomasville, GA","Wed Jul 01 17:57:38 2015"
"13",533,0,NA,1,"Hartford & New Haven, CT","Wed Jul 01 17:57:38 2015"
"14",534,-6,NA,1,"Orlando-Daytona Beach-Melbourne, FL","Wed Jul 01 17:57:38 2015"
"15",544,0,NA,1,"Norfolk-Portsmouth-Newport News,VA","Wed Jul 01 17:57:38 2015"
"16",555,0,NA,1,"Syracuse, NY","Wed Jul 01 17:57:38 2015"
"17",560,-4,1.41,2,"Raleigh-Durham (Fayetteville), NC","Wed Jul 01 17:57:38 2015"
"18",567,0,0,2,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC","Wed Jul 01 17:57:38 2015"
"19",570,0,NA,1,"Florence-Myrtle Beach, SC","Wed Jul 01 17:57:38 2015"
"20",575,4,NA,1,"Chattanooga, TN","Wed Jul 01 17:57:38 2015"
"21",617,0,NA,1,"Milwaukee, WI","Wed Jul 01 17:57:38 2015"
"22",618,0.25,0.5,4,"Houston, TX","Wed Jul 01 17:57:38 2015"
"23",622,0,NA,1,"New Orleans, LA","Wed Jul 01 17:57:38 2015"
"24",623,1,1.41,2,"Dallas-Ft. Worth, TX","Wed Jul 01 17:57:38 2015"
"25",625,-4,NA,1,"Waco-Temple-Bryan, TX","Wed Jul 01 17:57:38 2015"
"26",642,-2,NA,1,"Lafayette, LA","Wed Jul 01 17:57:38 2015"
"27",650,-2,2.83,2,"Oklahoma City, OK","Wed Jul 01 17:57:38 2015"
"28",659,-2,NA,1,"Nashville, TN","Wed Jul 01 17:57:38 2015"
"29",678,-2,NA,1,"Wichita-Hutchinson, KS","Wed Jul 01 17:57:38 2015"
"30",679,2,NA,1,"Des Moines-Ames, IA","Wed Jul 01 17:57:38 2015"
"31",693,0,NA,1,"Little Rock-Pine Bluff, AR","Wed Jul 01 17:57:38 2015"
"32",709,2,NA,1,"Tyler-Longview(Lufkin & Nacogdoches), TX","Wed Jul 01 17:57:38 2015"
"33",753,2,NA,1,"Phoenix, AZ","Wed Jul 01 17:57:38 2015"
"34",770,2,NA,1,"Salt Lake City, UT","Wed Jul 01 17:57:38 2015"
"35",771,-3,NA,1,"Yuma, AZ-El Centro, CA","Wed Jul 01 17:57:38 2015"
"36",803,-0.5,1.73,4,"Los Angeles, CA","Wed Jul 01 17:57:38 2015"
"37",807,0,0,2,"San Francisco-Oakland-San Jose, CA","Wed Jul 01 17:57:38 2015"
"38",819,2,NA,1,"Seattle-Tacoma, WA","Wed Jul 01 17:57:38 2015"
"39",825,0,NA,1,"San Diego, CA","Wed Jul 01 17:57:38 2015"
"40",828,0,NA,1,"Monterey-Salinas, CA","Wed Jul 01 17:57:38 2015"
"41",839,0,NA,1,"Las Vegas, NV","Wed Jul 01 17:57:38 2015"
"42",862,0,0,3,"Sacramento-Stockton-Modesto, CA","Wed Jul 01 17:57:38 2015"
"43",866,0,NA,1,"Fresno-Visalia, CA","Wed Jul 01 17:57:38 2015"
"","DMA","scores","sd","count","Region","date"
"1",501,0,0,2,"New York, NY","Wed Jul 01 18:20:49 2015"
"2",504,-1.67,0.58,3,"Philadelphia, PA","Wed Jul 01 18:20:49 2015"
"3",505,0,NA,1,"Detroit, MI","Wed Jul 01 18:20:49 2015"
"4",506,1,1.41,2,"Boston, MA-Manchester, NH","Wed Jul 01 18:20:49 2015"
"5",508,0,NA,1,"Pittsburgh, PA","Wed Jul 01 18:20:49 2015"
"6",510,-2.25,4.5,4,"Cleveland-Akron (Canton), OH","Wed Jul 01 18:20:49 2015"
"7",512,-3,NA,1,"Baltimore, MD","Wed Jul 01 18:20:49 2015"
"8",517,0,0,2,"Charlotte, NC","Wed Jul 01 18:20:49 2015"
"9",524,-2,7.07,2,"Atlanta, GA","Wed Jul 01 18:20:49 2015"
"10",527,0,NA,1,"Indianapolis, IN","Wed Jul 01 18:20:49 2015"
"11",528,3,NA,1,"Miami-Ft. Lauderdale, FL","Wed Jul 01 18:20:49 2015"
"12",535,2,NA,1,"Columbus, OH","Wed Jul 01 18:20:49 2015"
"13",539,-2,NA,1,"Tampa-St Petersburg (Sarasota), FL","Wed Jul 01 18:20:49 2015"
"14",543,0,0,2,"Springfield-Holyoke, MA","Wed Jul 01 18:20:49 2015"
"15",544,-2,NA,1,"Norfolk-Portsmouth-Newport News,VA","Wed Jul 01 18:20:49 2015"
"16",548,-1,NA,1,"West Palm Beach-Ft. Pierce, FL","Wed Jul 01 18:20:49 2015"
"17",557,2,NA,1,"Knoxville, TN","Wed Jul 01 18:20:49 2015"
"18",560,2,2.83,2,"Raleigh-Durham (Fayetteville), NC","Wed Jul 01 18:20:49 2015"
"19",566,0,NA,1,"Harrisburg-Lancaster-Lebanon-York, PA","Wed Jul 01 18:20:49 2015"
"20",602,-1.75,3.5,4,"Chicago, IL","Wed Jul 01 18:20:49 2015"
"21",609,5,NA,1,"St. Louis, MO","Wed Jul 01 18:20:49 2015"
"22",616,-3,NA,1,"Kansas City, MO","Wed Jul 01 18:20:49 2015"
"23",618,-2,NA,1,"Houston, TX","Wed Jul 01 18:20:49 2015"
"24",623,0,0,2,"Dallas-Ft. Worth, TX","Wed Jul 01 18:20:49 2015"
"25",627,3,NA,1,"Wichita Falls, TX & Lawton, OK","Wed Jul 01 18:20:49 2015"
"26",630,0,NA,1,"Birmingham, AL","Wed Jul 01 18:20:49 2015"
"27",650,0,NA,1,"Oklahoma City, OK","Wed Jul 01 18:20:49 2015"
"28",753,1,NA,1,"Phoenix, AZ","Wed Jul 01 18:20:49 2015"
"29",770,1.5,2.12,2,"Salt Lake City, UT","Wed Jul 01 18:20:49 2015"
"30",800,0,NA,1,"Bakersfield, CA","Wed Jul 01 18:20:49 2015"
"31",803,0.6,4.34,5,"Los Angeles, CA","Wed Jul 01 18:20:49 2015"
"32",807,0,NA,1,"San Francisco-Oakland-San Jose, CA","Wed Jul 01 18:20:49 2015"
"33",819,-4,NA,1,"Seattle-Tacoma, WA","Wed Jul 01 18:20:49 2015"
"34",825,0,NA,1,"San Diego, CA","Wed Jul 01 18:20:49 2015"
"35",839,-1,1.73,3,"Las Vegas, NV","Wed Jul 01 18:20:49 2015"
"36",862,-0.67,1.15,3,"Sacramento-Stockton-Modesto, CA","Wed Jul 01 18:20:49 2015"
"","DMA","scores","sd","count","Region","date"
"1",535,-3,NA,1,"Columbus, OH","Wed Jul 01 18:33:52 2015"
"","DMA","scores","sd","count","Region","date"
"1",501,1,2,4,"New York, NY","Wed Jul 01 18:35:57 2015"
"2",503,0,NA,1,"Macon, GA","Wed Jul 01 18:35:57 2015"
"3",504,-0.33,2.52,3,"Philadelphia, PA","Wed Jul 01 18:35:57 2015"
"4",505,0,NA,1,"Detroit, MI","Wed Jul 01 18:35:57 2015"
"5",511,2,NA,1,"Washington, DC (Hagerstown, MD)","Wed Jul 01 18:35:57 2015"
"6",514,-1,NA,1,"Buffalo, NY","Wed Jul 01 18:35:57 2015"
"7",517,1,2.65,3,"Charlotte, NC","Wed Jul 01 18:35:57 2015"
"8",518,0,NA,1,"Greensboro-High Point-Winston Salem, NC","Wed Jul 01 18:35:57 2015"
"9",522,-3,NA,1,"Columbus, GA","Wed Jul 01 18:35:57 2015"
"10",529,3,NA,1,"Louisville, KY","Wed Jul 01 18:35:57 2015"
"11",533,0,0,2,"Hartford & New Haven, CT","Wed Jul 01 18:35:57 2015"
"12",544,3,NA,1,"Norfolk-Portsmouth-Newport News,VA","Wed Jul 01 18:35:57 2015"
"13",545,-1,NA,1,"Greenville-New Bern-Washington, NC","Wed Jul 01 18:35:57 2015"
"14",557,2,NA,1,"Knoxville, TN","Wed Jul 01 18:35:57 2015"
"15",600,0,NA,1,"Corpus Christi, TX","Wed Jul 01 18:35:57 2015"
"16",602,0,NA,1,"Chicago, IL","Wed Jul 01 18:35:57 2015"
"17",609,3,NA,1,"St. Louis, MO","Wed Jul 01 18:35:57 2015"
"18",616,-2,NA,1,"Kansas City, MO","Wed Jul 01 18:35:57 2015"
"19",622,0,NA,1,"New Orleans, LA","Wed Jul 01 18:35:57 2015"
"20",635,6,NA,1,"Austin, TX","Wed Jul 01 18:35:57 2015"
"21",636,0,NA,1,"Harlingen-Weslaco-Brownsville-McAllen, TX","Wed Jul 01 18:35:57 2015"
"22",643,0,NA,1,"Lake Charles, LA","Wed Jul 01 18:35:57 2015"
"23",650,3,NA,1,"Oklahoma City, OK","Wed Jul 01 18:35:57 2015"
"24",679,0,NA,1,"Des Moines-Ames, IA","Wed Jul 01 18:35:57 2015"
"25",686,0,NA,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL","Wed Jul 01 18:35:57 2015"
"26",718,0,NA,1,"Jackson, MS","Wed Jul 01 18:35:57 2015"
"27",724,0,NA,1,"Fargo-Valley City, ND","Wed Jul 01 18:35:57 2015"
"28",751,2,NA,1,"Denver, CO","Wed Jul 01 18:35:57 2015"
"29",759,0,NA,1,"Cheyenne, WY-Scottsbluff, NE","Wed Jul 01 18:35:57 2015"
"30",771,-1,NA,1,"Yuma, AZ-El Centro, CA","Wed Jul 01 18:35:57 2015"
"31",803,0.78,2.68,9,"Los Angeles, CA","Wed Jul 01 18:35:57 2015"
"32",807,0,NA,1,"San Francisco-Oakland-San Jose, CA","Wed Jul 01 18:35:57 2015"
"33",819,0,0,2,"Seattle-Tacoma, WA","Wed Jul 01 18:35:57 2015"
"34",839,6,NA,1,"Las Vegas, NV","Wed Jul 01 18:35:57 2015"
"35",862,-3,NA,1,"Sacramento-Stockton-Modesto, CA","Wed Jul 01 18:35:57 2015"
"","DMA","scores","sd","count","Region","date"
"1",804,2,NA,1,"Palm Springs, CA","Wed Jul 01 18:37:01 2015"
"","DMA","scores","sd","count","Region","date"
"1",500,0,NA,1,"Portland-Auburn, ME","Wed Jul 01 18:46:49 2015"
"2",501,0.31,1.55,35,"New York, NY","Wed Jul 01 18:46:49 2015"
"3",503,-1,7.07,2,"Macon, GA","Wed Jul 01 18:46:49 2015"
"4",504,0.75,2.32,16,"Philadelphia, PA","Wed Jul 01 18:46:49 2015"
"5",505,0.29,2.3,14,"Detroit, MI","Wed Jul 01 18:46:49 2015"
"6",506,1.25,2.31,8,"Boston, MA-Manchester, NH","Wed Jul 01 18:46:49 2015"
"7",507,0,NA,1,"Savannah, GA","Wed Jul 01 18:46:49 2015"
"8",509,1.5,2.12,2,"Ft. Wayne, IN","Wed Jul 01 18:46:49 2015"
"9",510,0.33,1.74,21,"Cleveland-Akron (Canton), OH","Wed Jul 01 18:46:49 2015"
"10",511,0.5,1.17,12,"Washington, DC (Hagerstown, MD)","Wed Jul 01 18:46:49 2015"
"11",512,-0.83,2.04,6,"Baltimore, MD","Wed Jul 01 18:46:49 2015"
"12",514,2,2.83,2,"Buffalo, NY","Wed Jul 01 18:46:49 2015"
"13",515,-0.67,1.15,3,"Cincinnati, OH","Wed Jul 01 18:46:49 2015"
"14",517,0.14,0.38,7,"Charlotte, NC","Wed Jul 01 18:46:49 2015"
"15",518,0.67,1.15,3,"Greensboro-High Point-Winston Salem, NC","Wed Jul 01 18:46:49 2015"
"16",519,-3.67,4.04,3,"Charleston, SC","Wed Jul 01 18:46:49 2015"
"17",521,2,NA,1,"Providence, RI-New Bedford, MA","Wed Jul 01 18:46:49 2015"
"18",524,0.12,0.83,8,"Atlanta, GA","Wed Jul 01 18:46:49 2015"
"19",527,1.17,2.4,6,"Indianapolis, IN","Wed Jul 01 18:46:49 2015"
"20",528,0.1,0.74,10,"Miami-Ft. Lauderdale, FL","Wed Jul 01 18:46:49 2015"
"21",529,2,2.83,2,"Louisville, KY","Wed Jul 01 18:46:49 2015"
"22",531,0,NA,1,"Tri-Cities, TN-VA","Wed Jul 01 18:46:49 2015"
"23",532,0,NA,1,"Albany-Schenectady-Troy, NY","Wed Jul 01 18:46:49 2015"
"24",533,0.33,0.58,3,"Hartford & New Haven, CT","Wed Jul 01 18:46:49 2015"
"25",534,0.25,0.71,8,"Orlando-Daytona Beach-Melbourne, FL","Wed Jul 01 18:46:49 2015"
"26",535,1.5,1.69,8,"Columbus, OH","Wed Jul 01 18:46:49 2015"
"27",536,0,NA,1,"Youngstown, OH","Wed Jul 01 18:46:49 2015"
"28",538,-4,NA,1,"Rochester, NY","Wed Jul 01 18:46:49 2015"
"29",539,-0.5,2.89,4,"Tampa-St Petersburg (Sarasota), FL","Wed Jul 01 18:46:49 2015"
"30",541,0.33,0.58,3,"Lexington, KY","Wed Jul 01 18:46:49 2015"
"31",542,2,2.83,2,"Dayton, OH","Wed Jul 01 18:46:49 2015"
"32",543,5.5,3.54,2,"Springfield-Holyoke, MA","Wed Jul 01 18:46:49 2015"
"33",544,0,0,3,"Norfolk-Portsmouth-Newport News,VA","Wed Jul 01 18:46:49 2015"
"34",548,-2,NA,1,"West Palm Beach-Ft. Pierce, FL","Wed Jul 01 18:46:49 2015"
"35",551,0.33,0.58,3,"Lansing, MI","Wed Jul 01 18:46:49 2015"
"36",555,0,0,6,"Syracuse, NY","Wed Jul 01 18:46:49 2015"
"37",556,0,NA,1,"Richmond-Petersburg, VA","Wed Jul 01 18:46:49 2015"
"38",557,-1.25,1.5,4,"Knoxville, TN","Wed Jul 01 18:46:49 2015"
"39",558,0,NA,1,"Lima, OH","Wed Jul 01 18:46:49 2015"
"40",560,-0.09,2.59,11,"Raleigh-Durham (Fayetteville), NC","Wed Jul 01 18:46:49 2015"
"41",561,0,NA,1,"Jacksonville, FL","Wed Jul 01 18:46:49 2015"
"42",563,0,NA,1,"Grand Rapids-Kalamazoo-Battle Creek, MI","Wed Jul 01 18:46:49 2015"
"43",564,0,NA,1,"Charleston-Huntington, WV","Wed Jul 01 18:46:49 2015"
"44",567,0,0,4,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC","Wed Jul 01 18:46:49 2015"
"45",569,0,NA,1,"Harrisonburg, VA","Wed Jul 01 18:46:49 2015"
"46",570,0,NA,1,"Florence-Myrtle Beach, SC","Wed Jul 01 18:46:49 2015"
"47",571,-3,NA,1,"Ft. Myers-Naples, FL","Wed Jul 01 18:46:49 2015"
"48",573,3.33,3.06,3,"Roanoke-Lynchburg, VA","Wed Jul 01 18:46:49 2015"
"49",577,0,NA,1,"Wilkes Barre-Scranton, PA","Wed Jul 01 18:46:49 2015"
"50",581,-1,NA,1,"Terre Haute, IN","Wed Jul 01 18:46:49 2015"
"51",588,1.33,2.31,3,"South Bend-Elkhart, IN","Wed Jul 01 18:46:49 2015"
"52",592,0,0,2,"Gainesville, FL","Wed Jul 01 18:46:49 2015"
"53",600,1,1.41,2,"Corpus Christi, TX","Wed Jul 01 18:46:49 2015"
"54",602,0.54,2.66,28,"Chicago, IL","Wed Jul 01 18:46:49 2015"
"55",606,0,NA,1,"Dothan, AL","Wed Jul 01 18:46:49 2015"
"56",609,-2.5,3.54,2,"St. Louis, MO","Wed Jul 01 18:46:49 2015"
"57",612,0,NA,1,"Shreveport, LA","Wed Jul 01 18:46:49 2015"
"58",613,0.67,1.15,3,"Minneapolis-St. Paul, MN","Wed Jul 01 18:46:49 2015"
"59",616,0.86,2.34,7,"Kansas City, MO","Wed Jul 01 18:46:49 2015"
"60",617,-0.14,1.46,7,"Milwaukee, WI","Wed Jul 01 18:46:49 2015"
"61",618,0.08,1.29,25,"Houston, TX","Wed Jul 01 18:46:49 2015"
"62",619,0,NA,1,"Springfield, MO","Wed Jul 01 18:46:49 2015"
"63",622,0,3.79,6,"New Orleans, LA","Wed Jul 01 18:46:49 2015"
"64",623,0,2.11,27,"Dallas-Ft. Worth, TX","Wed Jul 01 18:46:49 2015"
"65",627,0,NA,1,"Wichita Falls, TX & Lawton, OK","Wed Jul 01 18:46:49 2015"
"66",628,0,NA,1,"Monroe, LA-El Dorado, AR","Wed Jul 01 18:46:49 2015"
"67",630,1,1.41,2,"Birmingham, AL","Wed Jul 01 18:46:49 2015"
"68",634,0,NA,1,"Amarillo, TX","Wed Jul 01 18:46:49 2015"
"69",635,0.56,1.33,9,"Austin, TX","Wed Jul 01 18:46:49 2015"
"70",636,0.5,0.71,2,"Harlingen-Weslaco-Brownsville-McAllen, TX","Wed Jul 01 18:46:49 2015"
"71",640,-2,4.69,4,"Memphis, TN","Wed Jul 01 18:46:49 2015"
"72",641,-0.9,3.7,10,"San Antonio, TX","Wed Jul 01 18:46:49 2015"
"73",642,0,1.63,4,"Lafayette, LA","Wed Jul 01 18:46:49 2015"
"74",643,2,NA,1,"Lake Charles, LA","Wed Jul 01 18:46:49 2015"
"75",648,0,0,2,"Champaign & Springfield-Decatur,IL","Wed Jul 01 18:46:49 2015"
"76",649,1,NA,1,"Evansville, IN","Wed Jul 01 18:46:49 2015"
"77",650,-1,1.41,7,"Oklahoma City, OK","Wed Jul 01 18:46:49 2015"
"78",651,0,NA,1,"Lubbock, TX","Wed Jul 01 18:46:49 2015"
"79",652,2,NA,1,"Omaha, NE","Wed Jul 01 18:46:49 2015"
"80",656,0,2.65,3,"Panama City, FL","Wed Jul 01 18:46:49 2015"
"81",658,9,NA,1,"Green Bay-Appleton, WI","Wed Jul 01 18:46:49 2015"
"82",659,1,1.22,5,"Nashville, TN","Wed Jul 01 18:46:49 2015"
"83",662,0,NA,1,"Abilene-Sweetwater, TX","Wed Jul 01 18:46:49 2015"
"84",670,1.33,2.31,3,"Ft. Smith-Fayetteville-Springdale-Rogers, AR","Wed Jul 01 18:46:49 2015"
"85",671,-1,NA,1,"Tulsa, OK","Wed Jul 01 18:46:49 2015"
"86",673,0,NA,1,"Columbus-Tupelo-West Point, MS","Wed Jul 01 18:46:49 2015"
"87",678,0,0,2,"Wichita-Hutchinson, KS","Wed Jul 01 18:46:49 2015"
"88",679,1,1.41,2,"Des Moines-Ames, IA","Wed Jul 01 18:46:49 2015"
"89",686,1.2,1.79,5,"Mobile, AL-Pensacola (Ft. Walton Beach), FL","Wed Jul 01 18:46:49 2015"
"90",691,1.5,2.12,2,"Huntsville-Decatur (Florence), AL","Wed Jul 01 18:46:49 2015"
"91",692,0,0,2,"Beaumont-Port Arthur, TX","Wed Jul 01 18:46:49 2015"
"92",698,0,NA,1,"Montgomery (Selma), AL","Wed Jul 01 18:46:49 2015"
"93",716,0,0,3,"Baton Rouge, LA","Wed Jul 01 18:46:49 2015"
"94",718,5,NA,1,"Jackson, MS","Wed Jul 01 18:46:49 2015"
"95",722,-3,NA,1,"Lincoln & Hastings-Kearney, NE","Wed Jul 01 18:46:49 2015"
"96",724,0,NA,1,"Fargo-Valley City, ND","Wed Jul 01 18:46:49 2015"
"97",725,-1.5,2.12,2,"Sioux Falls(Mitchell), SD","Wed Jul 01 18:46:49 2015"
"98",751,-0.5,2.52,4,"Denver, CO","Wed Jul 01 18:46:49 2015"
"99",753,0.22,1.09,9,"Phoenix, AZ","Wed Jul 01 18:46:49 2015"
"100",762,2,NA,1,"Missoula, MT","Wed Jul 01 18:46:49 2015"
"101",770,1,1.73,3,"Salt Lake City, UT","Wed Jul 01 18:46:49 2015"
"102",789,0,NA,1,"Tucson (Sierra Vista), AZ","Wed Jul 01 18:46:49 2015"
"103",790,0,0,2,"Albuquerque-Santa Fe, NM","Wed Jul 01 18:46:49 2015"
"104",800,0,0,2,"Bakersfield, CA","Wed Jul 01 18:46:49 2015"
"105",803,-0.05,1.76,55,"Los Angeles, CA","Wed Jul 01 18:46:49 2015"
"106",804,0,NA,1,"Palm Springs, CA","Wed Jul 01 18:46:49 2015"
"107",807,0.62,1.4,21,"San Francisco-Oakland-San Jose, CA","Wed Jul 01 18:46:49 2015"
"108",810,-2,NA,1,"Yakima-Pasco-Richland-Kennewick, WA","Wed Jul 01 18:46:49 2015"
"109",811,0,NA,1,"Reno, NV","Wed Jul 01 18:46:49 2015"
"110",819,0,2.28,6,"Seattle-Tacoma, WA","Wed Jul 01 18:46:49 2015"
"111",820,0,0,5,"Portland, OR","Wed Jul 01 18:46:49 2015"
"112",825,0.71,1.25,7,"San Diego, CA","Wed Jul 01 18:46:49 2015"
"113",828,0,NA,1,"Monterey-Salinas, CA","Wed Jul 01 18:46:49 2015"
"114",839,-0.22,2.39,9,"Las Vegas, NV","Wed Jul 01 18:46:49 2015"
