,DMA,scores,sd,count,Region,date
28,528,-0.16,1.37,147,"Miami-Ft. Lauderdale, FL",7/1/2015 19:11
29,529,-1,2.87,18,"Louisville, KY",7/1/2015 19:11
30,530,0.27,1.68,11,"Tallahassee, FL-Thomasville, GA",7/1/2015 19:11
31,531,0,0,4,"Tri-Cities, TN-VA",7/1/2015 19:11
32,532,-0.54,3.64,13,"Albany-Schenectady-Troy, NY",7/1/2015 19:11
33,533,0,1.96,35,"Hartford & New Haven, CT",7/1/2015 19:11
34,534,0.03,1.87,71,"Orlando-Daytona Beach-Melbourne, FL",7/1/2015 19:11
35,535,0.1,1.62,72,"Columbus, OH",7/1/2015 19:11
36,536,-0.5,1.41,8,"Youngstown, OH",7/1/2015 19:11
37,537,1,NA,1,"Bangor, ME",7/1/2015 19:11
38,538,0.5,0.71,2,"Rochester, NY",7/1/2015 19:11
39,539,-0.22,2.47,51,"Tampa-St Petersburg (Sarasota), FL",7/1/2015 19:11
40,540,1.5,2.12,2,"Traverse City-Cadillac, MI",7/1/2015 19:11
41,541,-0.06,0.9,17,"Lexington, KY",7/1/2015 19:11
42,542,0.8,2.31,20,"Dayton, OH",7/1/2015 19:11
43,543,-1.43,4.65,14,"Springfield-Holyoke, MA",7/1/2015 19:11
44,544,0.23,2.35,71,"Norfolk-Portsmouth-Newport News,VA",7/1/2015 19:11
45,545,0.62,1.85,8,"Greenville-New Bern-Washington, NC",7/1/2015 19:11
46,546,1.5,1.73,4,"Columbia, SC",7/1/2015 19:11
47,547,0.45,2.1,29,"Toledo, OH",7/1/2015 19:11
48,548,-0.35,3.37,17,"West Palm Beach-Ft. Pierce, FL",7/1/2015 19:11
49,549,2,NA,1,"Watertown, NY",7/1/2015 19:11
50,550,0,NA,1,"Wilmington, NC",7/1/2015 19:11
51,551,-0.31,1.93,13,"Lansing, MI",7/1/2015 19:11
52,553,0,NA,1,"Marquette, MI",7/1/2015 19:11
53,554,0,NA,1,"Wheeling, WV-Steubenville, OH",7/1/2015 19:11
54,555,1,2.32,11,"Syracuse, NY",7/1/2015 19:11
55,556,0.27,2,11,"Richmond-Petersburg, VA",7/1/2015 19:11
56,557,0.28,1.17,25,"Knoxville, TN",7/1/2015 19:11
57,558,1,1,3,"Lima, OH",7/1/2015 19:11
58,559,2,NA,1,"Bluefield-Beckley-Oak Hill, WV",7/1/2015 19:11
59,560,-0.42,1.9,78,"Raleigh-Durham (Fayetteville), NC",7/1/2015 19:11
60,561,4.33,7.51,3,"Jacksonville, FL",7/1/2015 19:11
61,563,0.48,1.72,21,"Grand Rapids-Kalamazoo-Battle Creek, MI",7/1/2015 19:11
62,564,-0.2,0.45,5,"Charleston-Huntington, WV",7/1/2015 19:11
63,565,-3,NA,1,"Elmira, NY",7/1/2015 19:11
64,566,0.67,1.15,3,"Harrisburg-Lancaster-Lebanon-York, PA",7/1/2015 19:11
65,567,-0.05,1.53,21,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",7/1/2015 19:11
66,569,-3,4.24,2,"Harrisonburg, VA",7/1/2015 19:11
67,570,0.26,1.24,19,"Florence-Myrtle Beach, SC",7/1/2015 19:11
68,571,0.25,0.93,16,"Ft. Myers-Naples, FL",7/1/2015 19:11
69,573,1.15,1.86,13,"Roanoke-Lynchburg, VA",7/1/2015 19:11
70,574,1,1.15,10,"Johnstown-Altoona, PA",7/1/2015 19:11
71,575,-0.44,2.24,9,"Chattanooga, TN",7/1/2015 19:11
72,576,0.25,1.26,4,"Salisbury, MD",7/1/2015 19:11
73,577,0.88,2.03,8,"Wilkes Barre-Scranton, PA",7/1/2015 19:11
74,581,0,0,2,"Terre Haute, IN",7/1/2015 19:11
75,582,1.5,2.12,2,"Lafayette, IN",7/1/2015 19:11
76,588,0.07,1.75,15,"South Bend-Elkhart, IN",7/1/2015 19:11
77,592,-3,NA,1,"Gainesville, FL",7/1/2015 19:11
78,597,0,NA,1,"Parkersburg, WV",7/1/2015 19:11
79,600,0.39,1.82,31,"Corpus Christi, TX",7/1/2015 19:11
80,602,0.26,1.99,241,"Chicago, IL",7/1/2015 19:11
81,603,0,0,4,"Joplin, MO-Pittsburg, KS",7/1/2015 19:11
82,605,1,1.73,3,"Topeka, KS",7/1/2015 19:11
83,606,0,NA,1,"Dothan, AL",7/1/2015 19:11
84,609,-0.26,2.11,35,"St. Louis, MO",7/1/2015 19:11
85,610,-0.5,2.95,6,"Rockford, IL",7/1/2015 19:11
86,612,-0.21,1.63,14,"Shreveport, LA",7/1/2015 19:11
87,613,0.43,1.53,49,"Minneapolis-St. Paul, MN",7/1/2015 19:11
88,616,-0.08,1.79,76,"Kansas City, MO",7/1/2015 19:11
89,617,0.16,2.46,44,"Milwaukee, WI",7/1/2015 19:11
90,618,0.24,2.01,258,"Houston, TX",7/1/2015 19:11
91,619,0,NA,1,"Springfield, MO",7/1/2015 19:11
92,622,0,2.56,69,"New Orleans, LA",7/1/2015 19:11
93,623,0.02,1.99,324,"Dallas-Ft. Worth, TX",7/1/2015 19:11
94,624,0.5,1,4,"Sioux City, IA",7/1/2015 19:11
95,625,0.44,1.58,18,"Waco-Temple-Bryan, TX",7/1/2015 19:11
96,627,-0.24,1.3,25,"Wichita Falls, TX & Lawton, OK",7/1/2015 19:11
97,628,-0.6,1.34,5,"Monroe, LA-El Dorado, AR",7/1/2015 19:11
98,630,0.47,2.9,15,"Birmingham, AL",7/1/2015 19:11
99,632,1.25,2.12,8,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL",7/1/2015 19:11
100,633,-0.6,2.51,5,"Odessa-Midland, TX",7/1/2015 19:11
101,634,0.11,1.54,9,"Amarillo, TX",7/1/2015 19:11
102,635,-0.41,1.74,59,"Austin, TX",7/1/2015 19:11
103,636,0.14,1.67,37,"Harlingen-Weslaco-Brownsville-McAllen, TX",7/1/2015 19:11
104,637,0.23,2.45,13,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",7/1/2015 19:11
105,639,0,0,5,"Jackson, TN",7/1/2015 19:11
106,640,-0.48,2.28,25,"Memphis, TN",7/1/2015 19:11
107,641,0.16,2.41,85,"San Antonio, TX",7/1/2015 19:11
108,642,0.41,1.23,17,"Lafayette, LA",7/1/2015 19:11
109,643,0,0,3,"Lake Charles, LA",7/1/2015 19:11
110,644,-2.5,3.54,2,"Alexandria, LA",7/1/2015 19:11
111,648,0.69,1.35,16,"Champaign & Springfield-Decatur,IL",7/1/2015 19:11
112,649,-0.6,1.34,5,"Evansville, IN",7/1/2015 19:11
113,650,-0.07,2.03,41,"Oklahoma City, OK",7/1/2015 19:11
114,651,0.22,1.56,9,"Lubbock, TX",7/1/2015 19:11
115,652,0.56,2.19,16,"Omaha, NE",7/1/2015 19:11
116,656,-0.08,1.68,12,"Panama City, FL",7/1/2015 19:11
117,657,0.33,1.53,3,"Sherman, TX-Ada, OK",7/1/2015 19:11
118,658,1.71,2.29,7,"Green Bay-Appleton, WI",7/1/2015 19:11
119,659,0.51,1.93,47,"Nashville, TN",7/1/2015 19:11
120,661,-0.5,0.71,2,"San Angelo, TX",7/1/2015 19:11
121,662,-0.86,1.86,7,"Abilene-Sweetwater, TX",7/1/2015 19:11
122,669,0.44,1.88,9,"Madison, WI",7/1/2015 19:11
123,670,0.25,0.5,4,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",7/1/2015 19:11
124,671,-0.29,1.9,14,"Tulsa, OK",7/1/2015 19:11
125,673,0,NA,1,"Columbus-Tupelo-West Point, MS",7/1/2015 19:11
126,675,0,0,2,"Peoria-Bloomington, IL",7/1/2015 19:11
127,676,0,0,3,"Duluth, MN-Superior, WI",7/1/2015 19:11
128,678,0.17,1.44,23,"Wichita-Hutchinson, KS",7/1/2015 19:11
129,679,1.8,3.03,5,"Des Moines-Ames, IA",7/1/2015 19:11
130,682,0.25,1.75,8,"Davenport,IA-Rock Island-Moline,IL",7/1/2015 19:11
131,686,0.35,2,17,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",7/1/2015 19:11
132,687,0,NA,1,"Minot-Bismarck-Dickinson(Williston), ND",7/1/2015 19:11
133,691,0.33,0.82,6,"Huntsville-Decatur (Florence), AL",7/1/2015 19:11
134,692,-0.44,2.19,9,"Beaumont-Port Arthur, TX",7/1/2015 19:11
135,693,1.38,1.69,8,"Little Rock-Pine Bluff, AR",7/1/2015 19:11
136,698,0.75,1.75,8,"Montgomery (Selma), AL",7/1/2015 19:11
137,702,1.17,1.83,6,"La Crosse-Eau Claire, WI",7/1/2015 19:11
138,705,-0.5,0.71,2,"Wausau-Rhinelander, WI",7/1/2015 19:11
139,709,0.5,0.84,6,"Tyler-Longview(Lufkin & Nacogdoches), TX",7/1/2015 19:11
140,710,0,NA,1,"Hattiesburg-Laurel, MS",7/1/2015 19:11
141,716,-0.29,1.21,28,"Baton Rouge, LA",7/1/2015 19:11
142,718,1.19,2.48,21,"Jackson, MS",7/1/2015 19:11
143,722,0,2.22,12,"Lincoln & Hastings-Kearney, NE",7/1/2015 19:11
144,724,1.67,1.8,9,"Fargo-Valley City, ND",7/1/2015 19:11
145,725,1,1.26,6,"Sioux Falls(Mitchell), SD",7/1/2015 19:11
146,734,1,1.41,2,"Jonesboro, AR",7/1/2015 19:11
147,736,0.57,1.81,7,"Bowling Green, KY",7/1/2015 19:11
148,737,-3,NA,1,"Mankato, MN",7/1/2015 19:11
149,746,-0.29,1.8,7,"Biloxi-Gulfport, MS",7/1/2015 19:11
150,749,0,0,3,"Laredo, TX",7/1/2015 19:11
151,751,0.29,1.6,45,"Denver, CO",7/1/2015 19:11
152,752,1.45,3.56,11,"Colorado Springs-Pueblo, CO",7/1/2015 19:11
153,753,0.45,2.39,94,"Phoenix, AZ",7/1/2015 19:11
154,756,0.25,0.5,4,"Billings, MT",7/1/2015 19:11
155,757,0,NA,1,"Boise, ID",7/1/2015 19:11
156,759,0,NA,1,"Cheyenne, WY-Scottsbluff, NE",7/1/2015 19:11
157,760,0,NA,1,"Twin Falls, ID",7/1/2015 19:11
158,762,-0.5,0.71,2,"Missoula, MT",7/1/2015 19:11
159,765,0.79,1.84,19,"El Paso, TX",7/1/2015 19:11
160,766,0,0,2,"Helena, MT",7/1/2015 19:11
161,770,0.5,2.27,44,"Salt Lake City, UT",7/1/2015 19:11
162,771,0,1.25,10,"Yuma, AZ-El Centro, CA",7/1/2015 19:11
163,789,-0.21,1.76,14,"Tucson (Sierra Vista), AZ",7/1/2015 19:11
164,790,0.5,1.29,14,"Albuquerque-Santa Fe, NM",7/1/2015 19:11
165,800,0,3.74,5,"Bakersfield, CA",7/1/2015 19:11
166,801,0.25,0.71,8,"Eugene, OR",7/1/2015 19:11
167,803,0.12,1.87,594,"Los Angeles, CA",7/1/2015 19:11
168,804,-1,1.85,8,"Palm Springs, CA",7/1/2015 19:11
169,807,-0.08,1.89,164,"San Francisco-Oakland-San Jose, CA",7/1/2015 19:11
170,810,0,1.41,5,"Yakima-Pasco-Richland-Kennewick, WA",7/1/2015 19:11
171,811,0.62,1.19,8,"Reno, NV",7/1/2015 19:11
172,813,0,NA,1,"Medford-Klamath Falls, OR",7/1/2015 19:11
173,819,-0.25,1.78,69,"Seattle-Tacoma, WA",7/1/2015 19:11
174,820,-0.05,1.38,56,"Portland, OR",7/1/2015 19:11
175,821,0,NA,1,"Bend, OR",7/1/2015 19:11
176,825,0.07,1.07,72,"San Diego, CA",7/1/2015 19:11
177,828,0.22,1.56,9,"Monterey-Salinas, CA",7/1/2015 19:11
178,839,0.22,1.41,32,"Las Vegas, NV",7/1/2015 19:11
179,855,-0.17,0.41,6,"Santa Barbara-Santa Maria-San Luis Obispo, CA",7/1/2015 19:11
180,862,0.63,1.73,59,"Sacramento-Stockton-Modesto, CA",7/1/2015 19:11
181,866,0,2.36,33,"Fresno-Visalia, CA",7/1/2015 19:11
182,868,0.67,1.15,3,"Chico-Redding, CA",7/1/2015 19:11
183,881,0.5,2.45,8,"Spokane, WA",7/1/2015 19:11
"","DMA","scores","sd","count","Region","date"
"1",500,0.3,0.67,10,"Portland-Auburn, ME","07/01/2015 19:27"
"2",501,0.31,1.83,362,"New York, NY","07/01/2015 19:27"
"3",503,0,1.41,5,"Macon, GA","07/01/2015 19:27"
"4",504,-0.01,1.91,159,"Philadelphia, PA","07/01/2015 19:27"
"5",505,0.15,1.98,143,"Detroit, MI","07/01/2015 19:27"
"6",506,0.14,2.61,91,"Boston, MA-Manchester, NH","07/01/2015 19:27"
"7",507,-0.5,1.96,10,"Savannah, GA","07/01/2015 19:27"
"8",508,0.16,1.01,19,"Pittsburgh, PA","07/01/2015 19:27"
"9",509,-0.18,1.94,11,"Ft. Wayne, IN","07/01/2015 19:27"
"10",510,-0.05,2.1,129,"Cleveland-Akron (Canton), OH","07/01/2015 19:27"
"11",511,0.45,1.68,96,"Washington, DC (Hagerstown, MD)","07/01/2015 19:27"
"12",512,-0.26,1.45,42,"Baltimore, MD","07/01/2015 19:27"
"13",513,-0.25,1.6,12,"Flint-Saginaw-Bay City, MI","07/01/2015 19:27"
"14",514,0.65,2.33,26,"Buffalo, NY","07/01/2015 19:27"
"15",515,-0.31,1.67,26,"Cincinnati, OH","07/01/2015 19:27"
"16",516,0.25,2.06,4,"Erie, PA","07/01/2015 19:27"
"17",517,0.23,2,74,"Charlotte, NC","07/01/2015 19:27"
"18",518,-0.17,2,29,"Greensboro-High Point-Winston Salem, NC","07/01/2015 19:27"
"19",519,-0.25,1.39,16,"Charleston, SC","07/01/2015 19:27"
"20",520,-0.22,1.79,9,"Augusta, GA","07/01/2015 19:27"
"21",521,0.61,2.06,31,"Providence, RI-New Bedford, MA","07/01/2015 19:27"
"22",522,1.83,4.49,6,"Columbus, GA","07/01/2015 19:27"
"23",523,-1,1,3,"Burlington, VT-Plattsburgh, NY","07/01/2015 19:27"
"24",524,-0.1,2.47,92,"Atlanta, GA","07/01/2015 19:27"
"25",525,1.17,1.6,6,"Albany, GA","07/01/2015 19:27"
"26",526,-1.5,1.76,6,"Utica, NY","07/01/2015 19:27"
"27",527,-0.04,1.61,83,"Indianapolis, IN","07/01/2015 19:27"
"28",528,0.14,2.02,140,"Miami-Ft. Lauderdale, FL","07/01/2015 19:27"
"29",529,0.33,1.27,24,"Louisville, KY","07/01/2015 19:27"
"30",530,1.14,1.46,14,"Tallahassee, FL-Thomasville, GA","07/01/2015 19:27"
"31",531,0.75,1.5,4,"Tri-Cities, TN-VA","07/01/2015 19:27"
"32",532,-0.23,0.6,13,"Albany-Schenectady-Troy, NY","07/01/2015 19:27"
"33",533,0.13,2.16,31,"Hartford & New Haven, CT","07/01/2015 19:27"
"34",534,-0.09,1.89,68,"Orlando-Daytona Beach-Melbourne, FL","07/01/2015 19:27"
"35",535,-0.09,2.11,58,"Columbus, OH","07/01/2015 19:27"
"36",536,-0.1,2.02,10,"Youngstown, OH","07/01/2015 19:27"
"37",538,-0.33,2.52,3,"Rochester, NY","07/01/2015 19:27"
"38",539,0.42,2.19,38,"Tampa-St Petersburg (Sarasota), FL","07/01/2015 19:27"
"39",540,0,NA,1,"Traverse City-Cadillac, MI","07/01/2015 19:27"
"40",541,1.6,3.51,5,"Lexington, KY","07/01/2015 19:27"
"41",542,-0.6,1.98,20,"Dayton, OH","07/01/2015 19:27"
"42",543,0.5,1.43,10,"Springfield-Holyoke, MA","07/01/2015 19:27"
"43",544,0.06,1.64,81,"Norfolk-Portsmouth-Newport News,VA","07/01/2015 19:27"
"44",545,0.5,2.78,12,"Greenville-New Bern-Washington, NC","07/01/2015 19:27"
"45",546,0.22,1.2,9,"Columbia, SC","07/01/2015 19:27"
"46",547,0.24,2.47,21,"Toledo, OH","07/01/2015 19:27"
"47",548,0.21,1.9,34,"West Palm Beach-Ft. Pierce, FL","07/01/2015 19:27"
"48",549,2,NA,1,"Watertown, NY","07/01/2015 19:27"
"49",550,0,0,4,"Wilmington, NC","07/01/2015 19:27"
"50",551,0.25,2.21,16,"Lansing, MI","07/01/2015 19:27"
"51",554,0,NA,1,"Wheeling, WV-Steubenville, OH","07/01/2015 19:27"
"52",555,1,1.6,8,"Syracuse, NY","07/01/2015 19:27"
"53",556,0.64,1.12,11,"Richmond-Petersburg, VA","07/01/2015 19:27"
"54",557,-0.09,2.09,22,"Knoxville, TN","07/01/2015 19:27"
"55",559,0,0,2,"Bluefield-Beckley-Oak Hill, WV","07/01/2015 19:27"
"56",560,0.02,2.5,64,"Raleigh-Durham (Fayetteville), NC","07/01/2015 19:27"
"57",561,1.6,1.82,5,"Jacksonville, FL","07/01/2015 19:27"
"58",563,0.08,1.86,36,"Grand Rapids-Kalamazoo-Battle Creek, MI","07/01/2015 19:27"
"59",564,-2,1.73,3,"Charleston-Huntington, WV","07/01/2015 19:27"
"60",565,-2,2.83,2,"Elmira, NY","07/01/2015 19:27"
"61",566,0.57,0.98,7,"Harrisburg-Lancaster-Lebanon-York, PA","07/01/2015 19:27"
"62",567,0,2.04,12,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC","07/01/2015 19:27"
"63",569,0,0,2,"Harrisonburg, VA","07/01/2015 19:27"
"64",570,0.88,2.22,16,"Florence-Myrtle Beach, SC","07/01/2015 19:27"
"65",571,0.33,0.82,6,"Ft. Myers-Naples, FL","07/01/2015 19:27"
"66",573,-0.55,2.39,20,"Roanoke-Lynchburg, VA","07/01/2015 19:27"
"67",574,0.2,1.79,5,"Johnstown-Altoona, PA","07/01/2015 19:27"
"68",575,0.44,0.88,9,"Chattanooga, TN","07/01/2015 19:27"
"69",576,0,1.26,6,"Salisbury, MD","07/01/2015 19:27"
"70",577,3.5,0.71,2,"Wilkes Barre-Scranton, PA","07/01/2015 19:27"
"71",581,0,NA,1,"Terre Haute, IN","07/01/2015 19:27"
"72",582,0.5,1,4,"Lafayette, IN","07/01/2015 19:27"
"73",588,-0.23,2.55,13,"South Bend-Elkhart, IN","07/01/2015 19:27"
"74",592,0.83,2.4,6,"Gainesville, FL","07/01/2015 19:27"
"75",597,1.25,1.5,4,"Parkersburg, WV","07/01/2015 19:27"
"76",598,-3,NA,1,"Clarksburg-Weston, WV","07/01/2015 19:27"
"77",600,0.93,3.28,27,"Corpus Christi, TX","07/01/2015 19:27"
"78",602,0.02,2.01,213,"Chicago, IL","07/01/2015 19:27"
"79",603,0,1.41,5,"Joplin, MO-Pittsburg, KS","07/01/2015 19:27"
"80",605,0.86,2.19,7,"Topeka, KS","07/01/2015 19:27"
"81",606,0,0,3,"Dothan, AL","07/01/2015 19:27"
"82",609,0.46,2.12,26,"St. Louis, MO","07/01/2015 19:27"
"83",610,0.5,1.07,8,"Rockford, IL","07/01/2015 19:27"
"84",611,-1.25,1.5,4,"Rochester, MN-Mason City, IA-Austin, MN","07/01/2015 19:27"
"85",612,0.18,0.6,11,"Shreveport, LA","07/01/2015 19:27"
"86",613,-0.25,2.78,51,"Minneapolis-St. Paul, MN","07/01/2015 19:27"
"87",616,0.5,1.91,46,"Kansas City, MO","07/01/2015 19:27"
"88",617,-0.02,1.89,42,"Milwaukee, WI","07/01/2015 19:27"
"89",618,-0.28,2.21,224,"Houston, TX","07/01/2015 19:27"
"90",619,1.5,2.12,2,"Springfield, MO","07/01/2015 19:27"
"91",622,0.11,1.32,57,"New Orleans, LA","07/01/2015 19:27"
"92",623,0.21,1.75,309,"Dallas-Ft. Worth, TX","07/01/2015 19:27"
"93",624,0,2.19,6,"Sioux City, IA","07/01/2015 19:27"
"94",625,-0.24,2.79,21,"Waco-Temple-Bryan, TX","07/01/2015 19:27"
"95",627,0.17,0.99,18,"Wichita Falls, TX & Lawton, OK","07/01/2015 19:27"
"96",628,-3,NA,1,"Monroe, LA-El Dorado, AR","07/01/2015 19:27"
"97",630,0,1.12,28,"Birmingham, AL","07/01/2015 19:27"
"98",632,1,1,3,"Paducah, KY-Cape Girardeau, MO-Harrisburg-Mount Vernon, IL","07/01/2015 19:27"
"99",633,-0.33,0.58,3,"Odessa-Midland, TX","07/01/2015 19:27"
"100",634,-2,NA,1,"Amarillo, TX","07/01/2015 19:27"
"101",635,0,2.55,65,"Austin, TX","07/01/2015 19:27"
"102",636,0.35,1.6,20,"Harlingen-Weslaco-Brownsville-McAllen, TX","07/01/2015 19:27"
"103",637,0.7,1.49,10,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA","07/01/2015 19:27"
"104",640,0.19,1.86,47,"Memphis, TN","07/01/2015 19:27"
"105",641,0.23,1.82,96,"San Antonio, TX","07/01/2015 19:27"
"106",642,0.33,1.97,24,"Lafayette, LA","07/01/2015 19:27"
"107",643,0.38,1.69,8,"Lake Charles, LA","07/01/2015 19:27"
"108",644,-0.5,2.12,2,"Alexandria, LA","07/01/2015 19:27"
"109",648,0.89,2.76,9,"Champaign & Springfield-Decatur,IL","07/01/2015 19:27"
"110",649,0.36,1.65,14,"Evansville, IN","07/01/2015 19:27"
"111",650,0.37,1.81,43,"Oklahoma City, OK","07/01/2015 19:27"
"112",651,0.56,1.33,9,"Lubbock, TX","07/01/2015 19:27"
"113",652,0.25,1.89,20,"Omaha, NE","07/01/2015 19:27"
"114",656,-0.4,2.3,5,"Panama City, FL","07/01/2015 19:27"
"115",657,-0.75,1.5,4,"Sherman, TX-Ada, OK","07/01/2015 19:27"
"116",658,1,1.41,5,"Green Bay-Appleton, WI","07/01/2015 19:27"
"117",659,0.21,1.07,56,"Nashville, TN","07/01/2015 19:27"
"118",661,0,NA,1,"San Angelo, TX","07/01/2015 19:27"
"119",662,0.6,1.34,5,"Abilene-Sweetwater, TX","07/01/2015 19:27"
"120",669,0.6,1.34,5,"Madison, WI","07/01/2015 19:27"
"121",670,0.33,3.04,9,"Ft. Smith-Fayetteville-Springdale-Rogers, AR","07/01/2015 19:27"
"122",671,0,2,15,"Tulsa, OK","07/01/2015 19:27"
"123",673,0.67,1.15,3,"Columbus-Tupelo-West Point, MS","07/01/2015 19:27"
"124",675,-1,2,4,"Peoria-Bloomington, IL","07/01/2015 19:27"
"125",676,1.75,2.06,4,"Duluth, MN-Superior, WI","07/01/2015 19:27"
"126",678,0.48,1.4,21,"Wichita-Hutchinson, KS","07/01/2015 19:27"
"127",679,1.3,1.84,20,"Des Moines-Ames, IA","07/01/2015 19:27"
"128",682,-0.27,1.49,11,"Davenport,IA-Rock Island-Moline,IL","07/01/2015 19:27"
"129",686,0.35,2.21,31,"Mobile, AL-Pensacola (Ft. Walton Beach), FL","07/01/2015 19:27"
"130",691,0.21,2.39,19,"Huntsville-Decatur (Florence), AL","07/01/2015 19:27"
"131",692,0.72,1.56,18,"Beaumont-Port Arthur, TX","07/01/2015 19:27"
"132",693,0.21,2.69,14,"Little Rock-Pine Bluff, AR","07/01/2015 19:27"
"133",698,-0.36,2.29,11,"Montgomery (Selma), AL","07/01/2015 19:27"
"134",702,1.67,2.08,3,"La Crosse-Eau Claire, WI","07/01/2015 19:27"
"135",705,0,NA,1,"Wausau-Rhinelander, WI","07/01/2015 19:27"
"136",709,1.86,4.1,7,"Tyler-Longview(Lufkin & Nacogdoches), TX","07/01/2015 19:27"
"137",710,2.33,2.08,3,"Hattiesburg-Laurel, MS","07/01/2015 19:27"
"138",716,-0.27,2.14,44,"Baton Rouge, LA","07/01/2015 19:27"
"139",718,-0.05,1.75,19,"Jackson, MS","07/01/2015 19:27"
"140",722,-0.71,1.89,7,"Lincoln & Hastings-Kearney, NE","07/01/2015 19:27"
"141",724,0.5,1.73,4,"Fargo-Valley City, ND","07/01/2015 19:27"
"142",725,0,1.83,7,"Sioux Falls(Mitchell), SD","07/01/2015 19:27"
"143",734,0,NA,1,"Jonesboro, AR","07/01/2015 19:27"
"144",736,-1,1.41,2,"Bowling Green, KY","07/01/2015 19:27"
"145",737,3,NA,1,"Mankato, MN","07/01/2015 19:27"
"146",746,-2.25,7.46,4,"Biloxi-Gulfport, MS","07/01/2015 19:27"
"147",749,-2.25,4.5,4,"Laredo, TX","07/01/2015 19:27"
"148",751,0.76,2.28,33,"Denver, CO","07/01/2015 19:27"
"149",752,0.43,1.62,7,"Colorado Springs-Pueblo, CO","07/01/2015 19:27"
"150",753,0.4,1.96,90,"Phoenix, AZ","07/01/2015 19:27"
"151",756,3,6,4,"Billings, MT","07/01/2015 19:27"
"152",757,-0.5,1.29,4,"Boise, ID","07/01/2015 19:27"
"153",758,-2,NA,1,"Idaho Falls-Pocatello, ID","07/01/2015 19:27"
"154",759,2,2.83,2,"Cheyenne, WY-Scottsbluff, NE","07/01/2015 19:27"
"155",760,0,NA,1,"Twin Falls, ID","07/01/2015 19:27"
"156",762,-0.67,1.15,3,"Missoula, MT","07/01/2015 19:27"
"157",765,0,2.54,19,"El Paso, TX","07/01/2015 19:27"
"158",770,0.06,1.81,32,"Salt Lake City, UT","07/01/2015 19:27"
"159",771,-0.5,0.76,8,"Yuma, AZ-El Centro, CA","07/01/2015 19:27"
"160",773,3,NA,1,"Grand Junction-Montrose, CO","07/01/2015 19:27"
"161",789,-0.31,1.93,13,"Tucson (Sierra Vista), AZ","07/01/2015 19:27"
"162",790,0.27,1.28,15,"Albuquerque-Santa Fe, NM","07/01/2015 19:27"
"163",800,0.33,3.79,18,"Bakersfield, CA","07/01/2015 19:27"
"164",801,-0.67,1.15,3,"Eugene, OR","07/01/2015 19:27"
"165",802,0,NA,1,"Eureka, CA","07/01/2015 19:27"
"166",803,0.23,1.84,552,"Los Angeles, CA","07/01/2015 19:27"
"167",804,-0.16,0.96,19,"Palm Springs, CA","07/01/2015 19:27"
"168",807,0.22,1.63,166,"San Francisco-Oakland-San Jose, CA","07/01/2015 19:27"
"169",810,0.75,2.22,4,"Yakima-Pasco-Richland-Kennewick, WA","07/01/2015 19:27"
"170",811,0.43,1.65,14,"Reno, NV","07/01/2015 19:27"
"171",819,0.24,2.69,83,"Seattle-Tacoma, WA","07/01/2015 19:27"
"172",820,-0.14,1.98,57,"Portland, OR","07/01/2015 19:27"
"173",821,-0.25,0.5,4,"Bend, OR","07/01/2015 19:27"
"174",825,0.45,1.92,89,"San Diego, CA","07/01/2015 19:27"
"175",828,-0.06,1.43,18,"Monterey-Salinas, CA","07/01/2015 19:27"
"176",839,-0.08,1.82,37,"Las Vegas, NV","07/01/2015 19:27"
"177",855,0.43,1.62,7,"Santa Barbara-Santa Maria-San Luis Obispo, CA","07/01/2015 19:27"
"178",862,0.8,2.2,80,"Sacramento-Stockton-Modesto, CA","07/01/2015 19:27"
"179",866,-0.09,2.07,44,"Fresno-Visalia, CA","07/01/2015 19:27"
"180",868,0.5,0.71,2,"Chico-Redding, CA","07/01/2015 19:27"
"181",881,1.08,2.68,12,"Spokane, WA","07/01/2015 19:27"
"","DMA","scores","sd","count","Region","date"
"1",500,0.62,1.19,8,"Portland-Auburn, ME","07/01/2015 19:32"
"2",501,0.12,1.88,363,"New York, NY","07/01/2015 19:32"
"3",502,0,NA,1,"Binghamton, NY","07/01/2015 19:32"
"4",503,-0.15,1.57,13,"Macon, GA","07/01/2015 19:32"
"5",504,-0.04,1.53,141,"Philadelphia, PA","07/01/2015 19:32"
"6",505,0.03,1.78,150,"Detroit, MI","07/01/2015 19:32"
"7",506,0.28,1.9,86,"Boston, MA-Manchester, NH","07/01/2015 19:32"
"8",507,-0.19,1.52,16,"Savannah, GA","07/01/2015 19:32"
"9",508,0.36,1.86,64,"Pittsburgh, PA","07/01/2015 19:32"
"10",509,0.55,2.62,11,"Ft. Wayne, IN","07/01/2015 19:32"
"11",510,-0.03,1.97,137,"Cleveland-Akron (Canton), OH","07/01/2015 19:32"
"12",511,0.18,2.07,104,"Washington, DC (Hagerstown, MD)","07/01/2015 19:32"
"13",512,-0.4,2.13,43,"Baltimore, MD","07/01/2015 19:32"
