,DMA,scores,sd,count,Region,date
"172",866,-0.03,2.13,128,"Fresno-Visalia, CA","07/01/2015 22:48"
"173",868,0.89,4.68,9,"Chico-Redding, CA","07/01/2015 22:48"
"174",881,-0.33,1.97,6,"Spokane, WA","07/01/2015 22:48"
"","DMA","scores","sd","count","Region","date"
"1",501,-1.2,2.17,5,"New York, NY","07/03/2015 16:43"
"2",504,2,NA,1,"Philadelphia, PA","07/03/2015 16:43"
"3",510,0,NA,1,"Cleveland-Akron (Canton), OH","07/03/2015 16:43"
"4",511,0,NA,1,"Washington, DC (Hagerstown, MD)","07/03/2015 16:43"
"5",514,0,NA,1,"Buffalo, NY","07/03/2015 16:43"
"6",517,0,NA,1,"Charlotte, NC","07/03/2015 16:43"
"7",518,3,NA,1,"Greensboro-High Point-Winston Salem, NC","07/03/2015 16:43"
"8",527,2,NA,1,"Indianapolis, IN","07/03/2015 16:43"
"9",528,-1,1.73,3,"Miami-Ft. Lauderdale, FL","07/03/2015 16:43"
"10",535,0,0,2,"Columbus, OH","07/03/2015 16:43"
"11",539,0,0,2,"Tampa-St Petersburg (Sarasota), FL","07/03/2015 16:43"
"12",543,0,NA,1,"Springfield-Holyoke, MA","07/03/2015 16:43"
"13",560,-5,2.83,2,"Raleigh-Durham (Fayetteville), NC","07/03/2015 16:43"
"14",567,0,NA,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC","07/03/2015 16:43"
"15",576,0,NA,1,"Salisbury, MD","07/03/2015 16:43"
"16",602,0.5,0.71,2,"Chicago, IL","07/03/2015 16:43"
"17",616,0,NA,1,"Kansas City, MO","07/03/2015 16:43"
"18",618,-1,1.41,2,"Houston, TX","07/03/2015 16:43"
"19",622,0,NA,1,"New Orleans, LA","07/03/2015 16:43"
"20",623,0,NA,1,"Dallas-Ft. Worth, TX","07/03/2015 16:43"
"21",635,0,4.24,2,"Austin, TX","07/03/2015 16:43"
"22",641,-1,1.41,2,"San Antonio, TX","07/03/2015 16:43"
"23",652,3,NA,1,"Omaha, NE","07/03/2015 16:43"
"24",678,0,NA,1,"Wichita-Hutchinson, KS","07/03/2015 16:43"
"25",749,-1,NA,1,"Laredo, TX","07/03/2015 16:43"
"26",751,0,NA,1,"Denver, CO","07/03/2015 16:43"
"27",753,0.67,1.15,3,"Phoenix, AZ","07/03/2015 16:43"
"28",765,0,NA,1,"El Paso, TX","07/03/2015 16:43"
"29",770,0,NA,1,"Salt Lake City, UT","07/03/2015 16:43"
"30",803,0.57,1.13,7,"Los Angeles, CA","07/03/2015 16:43"
"31",804,-3,NA,1,"Palm Springs, CA","07/03/2015 16:43"
"32",819,0.5,0.71,2,"Seattle-Tacoma, WA","07/03/2015 16:43"
"33",825,0,NA,1,"San Diego, CA","07/03/2015 16:43"
"34",839,0,NA,1,"Las Vegas, NV","07/03/2015 16:43"
"35",862,1.5,2.12,2,"Sacramento-Stockton-Modesto, CA","07/03/2015 16:43"
"36",866,0,NA,1,"Fresno-Visalia, CA","07/03/2015 16:43"
